id,name,description,website,established,isOrganic,images__icon,images__medium,images__large,streetAddress,locality,region,postalCode,latitude,longitude,phone,hoursOfOperation,isPrimary,inPlanning,isClosed,openToPublic,locationType,locationTypeDisplay,countryIsoCode,displayName,isoThree,yearOpened,yearClosed
2wy19T,Airways Brewing Company,"Friendly service and tasty beer make us a favorite of locals as well as beer enthusiasts from all over.     Special and seasonal beers make a frequent appearance. Our tap room has bar seating as well as small tables. On sunny days, garden seating is available.    Airways opened on March 4, 2010. Founder and brewer Alex Dittmar has had a lifelong passion for 60?s era jetliners. Airways is a combination of his love for airplanes, good beer, and a connection with people from all over the world.",http://airwaysbrewing.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/1t7mJ1/upload_Taypsf-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/1t7mJ1/upload_Taypsf-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/1t7mJ1/upload_Taypsf-large.png,6644 S 196th St,Kent,Washington,98032,47.4267159,-122.2523104,253-200-1707,Wed:  3:00pm - 8:00pm Thu:  3:00pm - 8:00pm Fri:  3:00pm - 8:00pm Sat:  3:00pm - 8:00pm  -Wednesday: 3-8pm  -Thursday: 3-8pm  -Friday: 3-8pm  -Saturday: 3-7pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
o9yWqF,Beer & Bistro,,http://airwaysbrewing.com,,,,,,320 W Harrison,Kent,Washington,98032,47.3822052,-122.2355339,253-236-8632,Tue:  12:00pm - 9:00pm Wed:  12:00pm - 9:00pm Thu:  12:00pm - 9:00pm Fri:  12:00pm - 9:00pm Sat:  12:00pm - 9:00pm  -Tuesday: 12pm-9pm  -Wednesday: 12pm-9pm  -Thursday: 12pm-9pm  -Friday: 12pm-10pm  -Saturday: 12pm-10pm    * This location is 21+,N,N,N,Y,restaurant,Restaurant/Ale House,US,United States,USA,,
NJ8Bxk,Ajax Aleworks,,http://ajaxaleworks.tumblr.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/2SQXoB/upload_sqYghh-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/2SQXoB/upload_sqYghh-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/2SQXoB/upload_sqYghh-large.png,,Richmond,Virginia,,37.5407,-77.433654,,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
HaPdSL,Aksarben Brewing Company,Aksarben Brewing Company,,2006,N,,,,11337 Davenport St.,Omaha,Nebraska,68130,41.2602869,-96.0903344,402-884-7444,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,2006,
WDrFlD,Alameda Brewing Company,"Alameda Brewhouse is a brewpub in the heart of the Beaumont Village in Northeast Portland. We have been in business for nine years, offering hand crafted ales and freshly prepared food. All of our beers are produced on location in our 5.5 BBL brewhouse under the watch of headbrewer Carston Haney. He produces a wide variety of beers, from the light, refreshing Siskiyou Golden Ale to the deep, impenetrable Black Bear Double Stout, which won the Gold Medal at the 2003 GABF and the Silver Medal in 2006 and 2008 in the foreign-style stout category. In addition, there is always at least one seasonal beer on tap to fit the mood of the season and one selection served on nitrogen.",http://www.alamedabrewhouse.com/,1996,N,https://s3.amazonaws.com/brewerydbapi/brewery/t5YwQy/upload_ByHGBw-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/t5YwQy/upload_ByHGBw-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/t5YwQy/upload_ByHGBw-large.png,4765 NE Fremont St,Portland,Oregon,97213,45.5484823,-122.613645,503-460-9025,Mon:  11:00am - 11:00pm Tue:  11:00am - 11:00pm Wed:  11:00am - 11:00pm Thu:  11:00am - 11:00pm Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am Sun:  11:00am - 11:00pm  Mon - Thu:11:00 am - 11:00 pm  Fri - Sat:11:00 am - 12:00 am  Sun:11:00 am - 11:00 pm,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1996,
krIs45,Alaskan Brewing Company,"Alaska has a rich history of brewing. From the explorers of the 1700s through the Gold Rush, many a thirsty Alaskan has been able to enjoy locally made beers.    In 1986, 28-year-olds Marcy and Geoff Larson reignited that tradition when they opened the Alaskan Brewing Company, the 67th brewery in the country and the first brewery in Juneau since Prohibition. Alaskan beers reflect many of the same characteristics of beers that were brewed here during the gold rush era. From the historically based Alaskan Amber recipe to alder-smoked malts and Sitka spruce tips, Alaskan beers reflect Juneau's local brewing history and innovation.    Marcy and Geoff were drawn to the beauty and adventure of Alaska, but finding a livelihood that would allow them to stay was a challenge. ""Why not start a brewery?"" a friend suggested. Other than the extreme financial and logistical challenges of brewing beer in the Last Frontier, they couldn't think of why not.    Maybe the idea wasn't so far-fetched. After all, Geoff was a chemical engineer and a homebrewer and was married to Marcy, an adventure-seeking accountant and aspiring bush pilot. Together they brought a unique skill set to the task of opening a brewery in Alaska.    While researching brewing in Alaska, Marcy unearthed shipping records from Douglas City Brewing Co. (1899-1907) that listed ingredients for its popular beers and a newspaper article that described the way it was brewed. Geoff homebrewed a batch of the Gold Rush-era brew and they could see what made it so popular. That beer is now known as Alaskan Amber.    In December 1986, Alaskan Brewing Co. officially began operations when Geoff, Marcy and 10 volunteers spent 12 hours hand packaging the first 253 cases of Alaskan Amber for distribution in Juneau, Alaska. From that very humble beginning, Alaskan Brewing Co. has grown to become the most award-winning craft brewery in the history of the Great American Beer Festival and expanded distribution to 14 states.",http://www.alaskanbeer.com/,1986,N,https://s3.amazonaws.com/brewerydbapi/brewery/VPHkaP/upload_32dIr0-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/VPHkaP/upload_32dIr0-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/VPHkaP/upload_32dIr0-large.png,5429 Shaune Drive,Juneau,Alaska,99801,58.3570171,-134.4893459,907-780-5866,"Mon:  8:00am - 5:00pm Tue:  11:00am - 5:00pm  Business hours:  8 a.m. - 5 p.m., Monday - Friday    Gift shop and tour hours:  Winter Hours: October - April: 11 a.m. - 5:00 p.m., Tuesday - Saturday  Summer Hours: May - September: 11 a.m. - 6 p.m., 7 days a week",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1986,
NB1gDW,Alcatraz Brewing Co,"San Francisco's exciting sights and extraordinary cuisine have been captured for your enjoyment at Alcatraz Brewing Company!    Take a virtual vacation to San Francisco every time you visit one of our locations across the U.S. See scale replicas of the Golden Gate Bridge and a Chinese pagoda while sampling foods from famous Bay Area neighborhoods. Enjoy award-winning, hand crafted beers and cask ales. And be sure to leave room for our signature ""The Rock"" dessert.",http://www.alcatrazbrewing.com/,,N,,,,20 City Blvd W,Orange,California,92868,33.782893,-117.892764,714-939-8686,,Y,N,Y,Y,brewpub,Brewpub,US,United States,USA,,
4yCJCi,Aldus Brewing,We want to take the fear out of craft beer. Well crafted beer thats easy to drink. Craft beer for All!,http://www.aldusbrewing.com,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/31jJJL/upload_zAHE7u-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/31jJJL/upload_zAHE7u-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/31jJJL/upload_zAHE7u-large.png,555 Centennial Ave,Hanover,Pennsylvania,17331,39.790598,-76.976899,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
boTIWO,Ale Asylum,"At ALE ASYLUM, we brew beers in the tradition of our friend Crusty Oldbrewer who sent us on this path: brew honest, brew like you mean it. Thus, our beer is brewed and bottled with our own hands on Madison’s East Side. In fact, ALE ASYLUM operates the only bottling facility in Madison.    ALE ASYLUM is unfiltered and all natural. We use no additives, preservatives, fruit, horse hooves, fish guts, or extracts. Our ingredient list: water, malt, hops, and yeast. This is what we mean when we say our beer is FERMENTED IN SANITY. You know who makes it, you know what it’s made with. You know after having one you’ll want another.    We brew traditional, bold beers for those who demand quality and consistency. To those people we say: raise a pint, because you believe how we believe.",http://www.aleasylum.com/,2006,N,https://s3.amazonaws.com/brewerydbapi/brewery/MMSB2i/upload_mgyl30-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/MMSB2i/upload_mgyl30-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/MMSB2i/upload_mgyl30-large.png,3698 Kinsman Blvd,Madison,Wisconsin,53704,43.125762,-89.3252504,608-663-3926,Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 12:00am Fri:  11:00am - 2:00am Sat:  11:00am - 2:00am Sun:  2:00pm - 12:00am  Mon - Thu:11:00 am - 12:00 am  Fri - Sat:11:00 am - 2:00 am  Sun:2:00 pm - 12:00 am,N,N,Y,Y,micro,Micro Brewery,US,United States,USA,2006,
1NOTvG,,,http://aleasylum.com/,,,,,,2002 Pankratz St.,Madison,Wisconsin,53704,43.1207344,-89.3537098,(608) 663-3926,Mon:  11:00am - 12:00am Tue:  11:00am - 12:00am Wed:  11:00am - 12:00am Thu:  11:00am - 12:00am Fri:  11:00am - 2:30am Sat:  11:00am - 2:30am Sun:  11:00am - 10:00pm  Mon - Thu: 11:00 am - 12:00 am  Fri - Sat: 11:00 am - 2:30 am  Sun: 11:00 am - 10:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2006,
dZiocE,Ale House Brewing Company,"Located in San Jose California, we founded our brewery the principle of creating high quality, low volume, hand crafted beers. Ale House Brewing will take beers back to what they are meant to be - full bodied and flavorful. All of our beers are aged on oak to enhance the flavor profile and extract some of the natural sugars found in the wood. We invite you to experience our beers!",http://www.alehousebrewing.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/OJdDDq/upload_6sHX1h-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/OJdDDq/upload_6sHX1h-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/OJdDDq/upload_6sHX1h-large.png,4020 Colmery Ct,San Jose,California,95118,37.262267,-121.900099,(408) 390-7574,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
q6RWjc,Ale India,,,,N,,,,,Washington,District of Columbia,,38.9071923,-77.0368707,,,Y,Y,N,N,micro,Micro Brewery,US,United States,USA,,
E8C6fp,Ale Industries,"The idea for Ale Industries started on the front porch of the Old River house, on Hammer Island, CA. Steve and Morgan brewed together almost every weekend, through scorching summers, wind and rain, and one time even through a flood! During the week they both worked at the local craft brewery, and learned how to turn their dream into an actual production brewery. Morgan sold the river house, and Steve sold everything he owned, then the two started down the path to Ale Industries.",http://www.aleindustries.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/gLF6R7/upload_TQv0Bk-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/gLF6R7/upload_TQv0Bk-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/gLF6R7/upload_TQv0Bk-large.png,975 Detroit Ave,Concord,California,94518,37.9516163,-122.0278397,925-470-5280,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
unTEwS,Aleman Brewpub,Coming to Chicago in 2013,http://alemanchicago.com/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/JyJ8dh/upload_Gq1WLd-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/JyJ8dh/upload_Gq1WLd-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/JyJ8dh/upload_Gq1WLd-large.png,3304 N Knox Ave,Chicago,Illinois,60641,41.940959,-87.743221,812-340-4198,,Y,Y,Y,N,micro,Micro Brewery,US,United States,USA,,
qRuupG,AleSmith Brewing Company,"Forged in 1995, AleSmith is an artisan microbrewery that specializes in handcrafted ales in a variety of styles. Deeply rooted in the amateur and craft brewing communities, AleSmith ales have continued to garner national and international awards and acclaim, as well as a loyal and rabid following among beer enthusiasts.",http://alesmith.com/,1995,N,https://s3.amazonaws.com/brewerydbapi/brewery/ygAzC9/upload_L2JXeA-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/ygAzC9/upload_L2JXeA-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/ygAzC9/upload_L2JXeA-large.png,9368 Cabot Drive,San Diego,California,92126,32.8924532,-117.1447157,858-549-9888,Thu:  2:00pm - 7:00pm  Fri:  2:00pm - 7:00pm  Sat:  12:00pm - 6:00pm  Sun:  12:00pm - 4:00pm    Thu:  2:00pm - 7:00pm  Fri:  2:00pm - 7:00pm  Sat:  12:00pm - 6:00pm  Sun:  12:00pm - 4:00pm    Tasting Room Hours  Thursday & Friday: 2-7pm  Saturday: 12-6pm  Sunday: 12-4pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1995,
55MX88,Ali'i Brewing Company,Ali'i Brewing Company,,1994,N,https://s3.amazonaws.com/brewerydbapi/brewery/aztnLa/upload_I2oo7d-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/aztnLa/upload_I2oo7d-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/aztnLa/upload_I2oo7d-large.png,500 Alakawa Street,Honolulu,Hawaii,97817,21.318624,-157.873044,,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,1994,
Ao55dX,All Saints Brewing Company,"All Saints Brewing Company is a new craft brewery in Greensburg, PA. Our mission is to build a brand focused on selling locally manufactured craft beer, for beer people, by beer people. Consistently good tasting craft beer, brewed locally and with Western Pennsylvania pride and passion.    Our brew house is a 7 bbl system which was originally installed at the Red Star Brewery in Greensburg, PA. The system was expanded when brought to All Saints Brewing Company. This expansion allows us additional capacity in addition to providing the opportunity to brew a number of diverse craft brews along with seasonal specialties and Jeff’s world famous barley wines.",http://allsaintscraftbrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/4ap3mq/upload_N5XOQc-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/4ap3mq/upload_N5XOQc-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/4ap3mq/upload_N5XOQc-large.png,1602 Route 119,Greensburg,Pennsylvania,15601,40.311606,-79.526486,(724) 396-4968,Wed:  12:00pm - 5:00pm Fri:  5:00pm - 8:00pm Sat:  3:00pm - 6:00pm Sun:  11:00am - 1:00pm  Wed:12:00 pm - 5:00 pm  Fri:5:00 pm - 8:00 pm  Sat:3:00 pm - 6:00 pm  Sun:11:00 am - 1:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2011,
Jio9R0,Allentown Brew Works,"The Allentown Brew Works is housed inside the historic Harold's Furniture Building at 812 W Hamilton Street. Years in the making, the new Allentown restaurant and brewery are part of the continuing vision of the Fegley family that established the original Bethlehem Brew Works in 1998. Proud to be part of the resurging downtown, the 400 seat restaurant is a testament to the vibrant heartbeat that thrives in this Queen City. Offering two and a half levels of dining, plus state of the art banquet facilities in The Hamilton Room, and multiple bars offering different atmospheres, as well as an outdoor casual Biergarten and a new seductive lower level lounge, Silk.",http://www.thebrewworks.com/allentown-brewworks/,1998,N,https://s3.amazonaws.com/brewerydbapi/brewery/Rx4Dnt/upload_LM87d5-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/Rx4Dnt/upload_LM87d5-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/Rx4Dnt/upload_LM87d5-large.png,814 W Hamilton St,Allentown,Pennsylvania,18101,40.6015629,-75.4740442,610.433.7777,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1998,
c5A6lY,Tall Paul’s Brewpub & Alligator Brewhouse,"The Alligator brewery is a one-bbl in-house brewpub. We usually have at least ten or more rotating beers on draft at any given time.  Our focus is on the integration of new styles and old-world brewing methods, with a mindset somewhere in between mild reverence and gleeful irreverence.    Alligator is, for now, a very small operation, but we’re working hard to keep things interesting.",http://alligatorbrewing.com/,2007,N,,,,10 SE 2nd Ave,Gainesville,Florida,32601,29.650496,-82.324556,(352) 505-0990,,Y,Y,N,Y,nano,Nano Brewery,US,United States,USA,2007,
YMFljs,Alltech Lexington Brewing and Distilling Company,"Welcome to our little microbrewery in the heart of downtown Lexington. People often ask us why a global company that’s in the business of science also owns a brewery. Well, to make a long story short, my forefathers in Ireland had their hand in the brewing business and crafting beer casks when barrels were made out of wood.    Today, my own family is in the business of making yeast that happens to also go into the making of beer. So, it was a natural for us to revive the brewery that has been in Lexington since 1794. Welcome and enjoy.",http://www.kentuckyale.com/,1999,N,https://s3.amazonaws.com/brewerydbapi/brewery/IuEeGC/upload_gBBmjp-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/IuEeGC/upload_gBBmjp-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/IuEeGC/upload_gBBmjp-large.png,401 Cross Street,Lexington,Kentucky,40508,38.049863,-84.5095709,859-887-3406,Scheduled Tour Hours:  Monday - Friday at 3:00pm  Saturday at 1:00pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1999,
FtRclf,Almanac Beer Co,Our artisanal ales are brewed in collaboration with select Northern California sustainable farms. Each limited release is a unique beer to be enjoyed with friends and savored around the seasonal table.,http://www.almanacbeer.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/0dM1NH/upload_UyVTOG-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/0dM1NH/upload_UyVTOG-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/0dM1NH/upload_UyVTOG-large.png,2325 3rd Street,San Francisco,California,94107,37.759984,-122.388403,(415) 992-3438,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
Osvyj0,Almar Orchards,"This Original Hard-Cider has been made on our family-owned farm in Flushing, Michigan for well over a hundred years. It was first pressed back in the 1850's. Not much as changed in the process since then. We use the same apples from the same orchards as my great-great grandfather did before the time of the Civil War. We are proud of that. It gives us a sense of history.    The cider has played an important role in the ongoing history of our farm. The sale of cider actually saved our farm during the Great Depression. And, during the Prohibition people came from far and wide for our ""Special Farm Cider.""",http://www.almarorchards.com/,1850,Y,,,,1431 Duffield Rd,Flushing,Michigan,48433,43.027413,-83.913387,,,N,N,N,Y,cidery,Cidery,US,United States,USA,,
sDAQv6,Aloha Beer Company,"Aloha Beer Company embodies the classic Hawaii lifestyle. With the generous spirit of Aloha as a namesake, this is a premium beer that combines the smooth balance of ohana with the refreshing, hang-loose attitude of a Sunday barbecue. Every bottle of ""Hawaii's Beer"" is a heartfelt ""wish you were here"" message from the Islands of Aloha.    We can't create a Hawaiian sunrise, but we can brew the next best thing.",http://alohabeer.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/cx4pWi/upload_Dcstoa-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/cx4pWi/upload_Dcstoa-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/cx4pWi/upload_Dcstoa-large.png,580 N. Nimitz Highway,Honolulu,Hawaii,96817,21.3135776,-157.8696224,(808) 545-5959,Tue:  2:00pm - 10:00pm Wed:  2:00pm - 10:00pm Thu:  2:00pm - 10:00pm Fri:  2:00pm - 11:00pm Sat:  2:00pm - 11:00pm Sun:  2:00pm - 10:00pm  Tue - Thu: 2:00 pm - 10:00 pm  Fri - Sat: 2:00 pm - 11:00 pm  Sun: 2:00 pm - 10:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
UWtF4X,Alosta Brewing Co.,"It is Alosta Brewing Co.’s mission to produce quality, craft ales and lagers, while incorporating the rich history of the San Gabriel Valley and outlying communities, into our products.",http://www.alostabrewing.com/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-large.png,,Glendora,California,91741,34.140277,-117.854227,(626) 470-7897,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
LeJZox,Alpha Brewing Co,Aggressive Ales.   Alpha Brewing Company is a St. Louis Microbrewery.,http://www.alphabrewingcompany.com/,2013,N,https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-large.png,1409 Washington Ave,St. Louis,Missouri,63101,38.6327356,-90.1998977,314-621-2337,Mon:  4:00pm - 10:00pm Tue:  4:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  1:00pm - 1:00am Sat:  1:00pm - 1:00am Sun:  12:00pm - 8:00pm  Mon - Tue: 4:00 pm - 10:00 pm  Wed - Thu: 3:00 pm - 10:00 pm  Fri - Sat: 1:00 pm - 1:00 am  Sun: 12:00 pm - 8:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2013,
PqZZ9S,Alphabet City Brewing Company,Established in 2012 and proud to be one of the few New York City breweries. NYC has had a rich brewing history that reaches back over 100 years. This has given ACBC a strong foundation on which to build and offers a challenge we enthusiastically embrace everyday. We started as two roommates in the Alphabet City neighborhood of the East Village of NYC brewing beer in our kitchen and are excited to be on the verge of opening a brew pub there in the near future. We love beer and love sharing our beers with friends and that's what our style of brewing is all about. It's about camaraderie and the group experience. We provide brews for the table that everyone can gather around; brews perfect for the meal you're about to have or the story about to be shared - brews for celebrations and brews for collaboration - we brew for you.,http://www.acbcnyc.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-large.png,96 Avenue C,East Village,New York,10009,40.7236156,-73.9788459,(646) 422-7103,Fri:  12:00pm - 2:00am Sat:  12:00pm - 2:00am  Sun thru Thu: 12 noon to 12 midnight  Fri & Sat: 12 noon to 2 am,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
AfyZtJ,Alpine Beer Company,"Alpine Beer Company opened its doors in the fall of 2002. Years before, an interest in craft brewing developed into an actual goal for the future. There were years of home brew competitions, brew science classes, and extended beer runs thinly disguised as vacations.   The brewery went through an expansion starting in late 2008 and became operational in mid 2009. Four double sized fermentors were installed in an old garage behind the current brewery. A cold box was erected adjacent to the garage and a bottling machine with a nice labeler are housed there too. There is a small barrel shed on the shady, north side of the garage.",http://www.alpinebeerco.com/,2002,N,https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-large.png,2351 Alpine Boulevard,Alpine,California,91901,32.8352225,-116.7628953,619-445-2337,"Tue:  12:00pm - 6:00pm, 11:00am - 10:00pm Wed:  12:00pm - 6:00pm, 11:00am - 10:00pm Thu:  12:00pm - 6:00pm, 11:00am - 10:00pm Fri:  12:00pm - 6:00pm, 11:00am - 12:00am Sat:  12:00pm - 6:00pm, 11:00am - 12:00am Sun:  12:00pm - 9:00pm  Brewery Hours:  Tues-Sat Noon-6pm    Pub Hours:  Tues-Thurs 11am-10pm  Fri/Sat 11am-Midnight  Sun Noon-9pm",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2002,
mzhO2k,Alpine Brewing Co,,http://www.alpine-brewing.com/,2000,N,https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-large.png,821 14th Ave,Oroville,Washington,98844,48.939025,-119.43674,509-476-9662,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2000,
6qc3Dy,Alpine Dog Brewing Company,"Alpine Dog is a term coined for Coloradans. While we do love our dogs, this term goes deeper than that. It is a reflection of the people. In Colorado we love the mountains. It's where we go to play; it's where we go to exercise, relax, make friends and have fun getting away. Whether its crushing single track on a mountain bike, tearing up the slopes on skis or a snowboardi, hiking one of CO's 54 1...See More",http://alpinedogbrewery.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-large.png,,Denver,Colorado,,39.74001,-104.992259,(303) 895.5783,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
jAKrNP,Altamont Beer Works,Livermore is no longer only wine country! Altamont Beer Works is Livermore's future local brewery; owned and operated by Stephen Sartori and Greg Robles. Keep posted for updates and opening projections. Cheers!,http://altamontbeerworks.com/,,N,https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-large.png,2402 Research Drive,Livermore,California,94550,37.675666,-121.721036,(925) 294-8970,,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
uNEYgw,Altamont Brewing Company,"Brewer Gordon Kear, former brewer for Flagstaff Brewing Company for the past six years, and business partner Ben Wiggins wanted to bring more coolness to West Asheville. Their way of doing it, build a brewing company and bar with all the best Asheville has to offer. Known locally as “the bar”, the Altamont boasts a wide open floor plan with regulation ping-pong, a foosball table and single disc-golf basket. The place hosts a variety of musicians and dj’s weekly plus open mic-night every tuesday. While the brewing facility is still a work-in-progress, the Altamont has some of the finest locals on tap.    We're here make great beer people enjoy and provide a great place for drinking it! The Altamont is not your average bar. Kayaks are stored behind the bar, cyclists can ride right in, and dogs lounge around, asking for pretzel handouts.",http://www.altamontbrewingcompany.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-large.png,1042 Haywood Rd,Asheville,North Carolina,28806,35.581536,-82.604315,828-575-2400,Mon:  4:00pm - 2:00am Tue:  4:00pm - 2:00am Wed:  4:00pm - 2:00am Thu:  4:00pm - 2:00am Fri:  12:00pm - 2:00am Sat:  12:00pm - 2:00am Sun:  12:00pm - 2:00am  Mon - Thu: 4:00 pm - 2:00 am  Fri - Sun: 12:00 pm - 2:00 am,Y,Y,N,Y,micro,Micro Brewery,US,United States,USA,,
1d90Lc,Altitude Chophouse & Brewery,"Our brewery, which is nestled inside of our dining room walls, is primarily an ale producing brewery. Ninety five percent of all the beer we brew at Altitude is ale, including our award winning 7200’ Stout and Rosebud Strong Ale.    Our beer is brewed using single step and multi-step infusion mashing, which is patterned off the British brewing tradition.  All of our beer is made from four basic ingredients: malt, hops, yeast and water. Our recipes use American malts, hops from Europe and America, and yeast cultured from the traditional yeast stocks found throughout the world. We do not filter our beer.    We brew over 20 styles of beer throughout the year. We offer eight beers on tap year round and we pour up to three specialty beers at any given time.    We invite you to try Altitude’s microbrews and we hope you’ll like them as much as we do!",http://www.Altitudechophouse.com/,1999,N,,,,320 South 2nd St.,Laramie,Wyoming,82070,41.3103382,-105.595231,307-721-4031,Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm  Mon - Sat: 11:00 am - 10:00 pm,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,1999,
