"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"L50oJn","High Point","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","914 Mall Loop Rd","","High Point","North Carolina","27262","35.988478","-80.00451","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(336) 882-4677","","","","","","Open 11am Daily","2000","","",""
"iEqfUq","Liberty Street Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-09-02 10:46:56","149 W. Liberty Street","","Plymouth","Michigan","48170","42.379127","-83.4612197","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://libertystreetbeer.com/","2008","734-207-9600","","","","","Liberty Street Brewing Company began in concept back in 2006, and finally became a reality in the fall of 2008.  We provide an elegant atmosphere where people can enjoy a fine, hand crafted beer in Plymouth, Michigan’s historic Old Village.    Our focus is to provide a large assortment of crafted, small batch ales and lagers through an exceptionally service oriented waitstaff.  We also offer a short list of regularly available food items during all hours of operation, and have special food items to be served during happy hour, weekends and special occasions.  Several local restaurants  deliver other fresh meals right to your table – just ask us for their carry-out menus.    The Upper Hall at the brewery can be reserved for private parties for up to 70 people.  It is a large area with separate restroom facilities, and a small service bar.  The Upper Hall has a sound and video system that can be used for business presentations, home movies, etc.  Inquire for details.","","2008","","",""
"KYZTeH","Library Sports Grill and Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1622 E Grand Ave","","Laramie","Wyoming","82070","41.3099679","-105.5760175","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","307-742-0500","","","","","","","","","",""
"PpNk6z","Licher Privatbrauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","In den Hardtberggärten","","Lich","","35423","50.521267","8.823549","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.licher.de/","1854","","276","","","","","","","","",""
"6hXxyK","Lickinghole Creek Craft Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4100 Knolls Point Dr.","","Goochland","Virginia","23063","37.7433012","-78.0091136","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lickingholecreek.com/","","(804) 314-4380","","https://s3.amazonaws.com/brewerydbapi/brewery/xqduVv/upload_rb7M2A-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xqduVv/upload_rb7M2A-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xqduVv/upload_rb7M2A-large.png","Lickinghole Creek Craft Brewery is a water-conscious, biologically friendly farm brewery carefully crafting Belgium-style beers and growing hops, barley and other adjuncts. See our Farm Plan 2014 and read about the barley, hops, strawberries, pumpkins and the upcoming new additions of figs trees, blueberries, herbs, sunflowers, additional pumpkin terraced fields and a hardy orange tree grove.  Farmer Russell has ordered our new additions and will be breaking ground this February. We operate on a beautiful working farm in the heart of Virginia.    Lickinghole Creek is a water-conscious brewery.  We brew with well water drawn from the deep.  Our wastewater is purified on site and returned to the Lickinghole Creek watershed.    Our name pays homage to Little Lickinghole Creek, which runs through the farm’s rolling hills.  Since precolonial times the creek has been known as the Lickinghole where wildlife stopped to drink from the nourishing waters.  May the tradition continue.","Fridays 3:00 p.m. – 7:00 p.m.  Saturdays 12:00 p.m. – 7:00 p.m.  Sundays 12:00 p.m. – 7:00 p.m.","","","",""
"ZC15x9","Lidskoe","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lida st. Mickiewicz, 32, Republic Belarus","","Mickiewicz","","32","53.711056","27.97375","Y","N","N","Y","micro","Micro Brewery","BY","Belarus","BLR","http://lidskoe.by/","1876","375 154 52-52-38","112","","","","Lidskoe beer , one of the oldest breweries republic in 2006 celebrated its 130 th anniversary. Brewing traditions, the experience of master brewers, passed down from generation to generation, a constant retooling of production - these ingredients for success, allowing the company to produce quality and marketable produktsiyu. OAO ""Lida Beer"" - the only company brewing industry of the country, received an international certificate of food safety Product ISO 22000:2005, ensuring consumer safety by an enterprise product.","","1876","","",""
"296YGQ","Liebharts Privatbrauerei GmbH & Co.KG","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Am Gelskamp 6","","Detmold","","D-32758","51.948337","8.863038","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.residenz-bier.de/","2005","","276","","","","","","","","",""
"BVju6a","Liefmans Breweries","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wontergemstraat 42","","Dentergem","West-Vlaanderen","","50.9665788","3.4210267","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","","","32-051-63-36-81","56","","","","","","","","",""
"npSiG1","Lift Bridge Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1900 Tower Drive","","Stillwater","Minnesota","55082","45.039177","-92.831797","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.liftbridgebrewery.com/","2008","888-430-2337","","https://s3.amazonaws.com/brewerydbapi/brewery/OLmblj/upload_7kMKrW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OLmblj/upload_7kMKrW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OLmblj/upload_7kMKrW-large.png","Welcome to Lift Bridge Beer Company. Our mission is simple: to create fine beers for you to enjoy! It is our pleasure to supply you with what you need to help you slow down and enjoy life. Whether that is a Farm Girl Saison®, Crosscut Pale Ale™, an American Pale Ale or any of our other seasonal specialties, we want to brew it our way! We hope that through every bottle and tap pull, you can taste: the history of our City, the pride and fun we have in its creation, the uncompromising natural ingredients and brewing process utilized, and ultimately our sincere hope that we have given an experience that makes you proud to be a beer drinker.","","","http://www.liftbridgebrewery.com/signup.aspx","",""
"Q9BWPS","Lighthouse Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 - 836 Devonshire Road","","Victoria","British Columbia","","48.4358477","-123.3958511","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","","1-888-862-7500","124","","","","","","","","",""
"2SuKYt","Lightning Boy Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Belgrade","Montana","","45.776508","-111.177716","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"emd8iK","Lightning Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13200 Kirkham Way","#105","Poway","California","92064","32.935492","-117.043508","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lightningbrewery.com/","2006","858-513-8070","","https://s3.amazonaws.com/brewerydbapi/brewery/L3ozHK/upload_N1uLAM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/L3ozHK/upload_N1uLAM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/L3ozHK/upload_N1uLAM-large.png","Our fine hand crafted European style beers have a distinctive Lightning Finish: a crisp, clean aroma, pronounced maltiness and a prolonged and slightly bittering finish. Our beers are good to drink on their own, and great with food. We have proven that you don’t need to travel to Europe to enjoy beers of these styles and of this caliber!    At Lightning we brew “Better Beer Through Science.” We believe that good beer can be the result of chance and that great beer is the result of an in-depth understanding of the beer making process. We take care to control each stage of the brewing cycle, never skimp on how long each step takes and only use the highest quality ingredients: malted barley, hops, yeast, plus a healthy dose of science.","Tasting Hours:  Friday 1:30pm - 5:30pm  Saturday 1:00pm - 5:00pm    Tasters cost $1 each or $5 for 6.   Please bring less than 6 people with you. We cannot accomodate large groups!","2006","","",""
"H6Lwrl","Lily's Seafood Grill & Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","410 S. Washington","","Royal Oak","Michigan","48067","42.486871","-83.1465785","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lilysseafood.com/","1999","248-591-5459","","https://s3.amazonaws.com/brewerydbapi/brewery/JrORvw/upload_O0LBLt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JrORvw/upload_O0LBLt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JrORvw/upload_O0LBLt-large.png","Lily's Seafood has been delivering exquisite seafood in a relaxed and comfortable environment since 1999. The Morton brothers opened the restaurant with a passion at heart to bring unique, quality food, perfectly crafted micro-brews and a cozy, relaxed, family friendly atmosphere to downtown Royal Oak . That passion is evident in every dish and pint they serve.    It is in the spirit of the Morton brother's grandmother Lily A. Strange, a Scottish immigrant who brought to this country her love of family, sense of style, and appreciation of fine food that Lily's was created. The Morton brothers have recreated the feeling of their grandparent's home inside the walls of Lily's, tucked into Royal Oak 's vibrant downtown. Lily's is a place to gather and to share not only fine food and drink, but laughter, love, conversation, and fond memories.","","1999","","",""
"tQ4l1C","Lil` Charlie`s Restaurant & Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","504 East Pearl Street","","Batesville","Indiana","47006","39.2965707","-85.2185092","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lilcharlies.com/","","812-934-6392","","","","","","","","","",""
"cEEC1C","Lima Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2850 McCoy Road","","Lima","New York","14485","42.860985","-77.601727","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"VjnZAd","Limburg Beer Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","500 Williams Street","","Hawkes Bay","","","-39.6276287","176.854355","Y","N","N","Y","micro","Micro Brewery","NZ","New Zealand","NZL","","","64-(06)-878-5542","554","","","","","","","","",""
"83WNK4","Limestone Brewing Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12337 S Rte 59","","Plainfield","Illinois","60585","41.656777","-88.202701","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","http://www.limestonebrewingcompany.com","","815-577-1900","","","","","","","","","",""
"vKOMMg","Lincoln Court Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","San Jose","California","","37.3393857","-121.8949555","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://lincolncourtbrewery.com/","","408 724 1440","","","","","Lincoln Court Brewery is a two partner owned/operated Incorporated Nano-Brewery located in San Jose serving the local community with custom made beers.","","","","",""
"kNFBTV","Linden Street Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","95 Linden St","#8","Oakland","California","94607","37.799584","-122.287877","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lindenbeer.com/","","510-812-1264","","","","","","","","","",""
"9o3r89","Lion","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","","Y","N","N","Y","micro","Micro Brewery","NZ","New Zealand","NZL","http://www.steinlager.co.nz/","","","554","","","","Lion is a leading beverage and food company with a portfolio that includes many of Australia and New Zealand’s favourite brands. Lion was formed in October 2009 under the name ‘Lion Nathan National Foods’, when Kirin Holdings Company Limited completed its purchase of Lion Nathan and merged the business with National Foods – which it has owned since 2007. In 2011, we became known as Lion.     Today, Lion employs close to 7,500 people across Australia and New Zealand and boasts a portfolio of market-leading, household-name brands in beer, spirits, wine, milk, fresh dairy foods, juice, cheese and soy beverages. In addition to direct employment, we make a significant contribution to the Australian and New Zealand economies. We are one of the region’s largest purchasers of agricultural goods and an integral component of the retail, hospitality and tourism industries.","","","","",""
"Mgxzcw","Lion Brewery Ceylon Ltd.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","No-254, Colombo Road","","Colombo","Biyagama","","6.9333","79.983299","Y","N","N","Y","micro","Micro Brewery","LK","Sri Lanka","LKA","http://www.lionbeer.com/","","94-11-2465900","144","","","","","","","","",""
"z0gnmN","Lion Brewery Inc.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 North Pennsylvania Blvd.","","Wilkes Barre","Pennsylvania","18705","41.2556575","-75.858261","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lionbrewery.com/","1857","800-233-8327","","https://s3.amazonaws.com/brewerydbapi/brewery/TwOeWu/upload_E6dFnP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TwOeWu/upload_E6dFnP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TwOeWu/upload_E6dFnP-large.png","With a proud brewing heritage dating back to 1905, The Lion Brewery merges rustic architecture with state-of-the-art brewing technology, a contrast typified by the gleaming stainless steel aging tanks that sit alongside the traditional copper brew kettle. Our brewing process utilizes the traditional English method of upward infusion mashing in our combination mash lauter tun to create lagers and ales inspired by old world values, but with modern quality and consistency. The staff at The Lion Brewery is dedicated to producing true handcrafted beers, made right here in our century-old Brewhouse. All of our premium beers are made using only the four basic ingredients allowed by the Reinheitsgebot, or German purity law. Under the skillful supervision of our Master Brewer, Leo Orlandini, each of our lagers and ales are brewed in small batches using only the finest hops and malts available to guarantee the highest quality and freshness. Each product we brew is an original recipe especially created to deliver a fuller flavor than ordinary beers, yet with an approachable style and character. As a result, our beers have garnered numerous medals from the Great American Beer Festival and the World Beer Championships in recent years.    In 1974 the Lion Brewing Company bought the Stegmaier Brand.","","1857","","",""
"4E9qej","Lion Bridge Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-08-08 10:42:52","59 16th Ave SW","","Cedar Rapids","Iowa","52404","41.9650801","-91.6603498","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://lionbridgebrewing.com","2014","(319) 200-4460","","https://s3.amazonaws.com/brewerydbapi/brewery/jgmC2v/upload_hbaCkH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jgmC2v/upload_hbaCkH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jgmC2v/upload_hbaCkH-large.png","Lion Bridge Brewing Company is a 10-barrel brewery located on the property of the former Fritz’s Food Market at 59 16th Avenue SW (Czech Village in Cedar Rapids, Iowa).","Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  3:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 8:00pm  ","2014","","",""
"bKPbvo","Lion Co","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Level 15, 20 Hunter Street","","Sydney","New South Wales","","-33.865601","151.207977","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://lionco.com","2009","61-(02)-9320-2200","36","https://s3.amazonaws.com/brewerydbapi/brewery/6G7SgL/upload_JgDSGy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6G7SgL/upload_JgDSGy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6G7SgL/upload_JgDSGy-large.png","Lion is a leading beverage and food company with a portfolio that includes many of Australia and New Zealand’s favourite brands. Lion was formed in October 2009 under the name ‘Lion Nathan National Foods’, when Kirin Holdings Company Limited completed its purchase of Lion Nathan and merged the business with National Foods – which it has owned since 2007. In 2011, we became known as Lion.","","","","",""
"DCwAKJ","Lippstädter Brauhaus","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lange Straße 3","","Lippstadt","Nordrhein-Westfalen","D-59555","51.67706","8.346243","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","2000","","276","","","","","","","","",""
"De8Q5F","Liquid Bakery Craft Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4179 Haverhill Rd N","","West Palm Beach","Florida","33417","26.738929","-80.120419","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.liquidbakery.com/","","407-733-1976","","","","","","","","","",""
"pxrEEg","Liquid Hero Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","E. North Street","","York","Pennsylvania","","39.96698","-76.728344","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.liquidhero.com/","2011","","","https://s3.amazonaws.com/brewerydbapi/brewery/P2TqjM/upload_xQHFzD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/P2TqjM/upload_xQHFzD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/P2TqjM/upload_xQHFzD-large.png","","","2011","","",""
"SHa2O7","Listermann Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1621 Dana Ave.","","Cincinnati","Ohio","45212","39.145628","-84.47405","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.listermann.com/","1991","513-731-1130","","https://s3.amazonaws.com/brewerydbapi/brewery/iZqGpm/upload_gzPxK4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iZqGpm/upload_gzPxK4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iZqGpm/upload_gzPxK4-large.png","We began back in the 1991 with the famous ""Phil's Philler,"" a bottle filler that leaves the liquid level at just about the same point after you remove it from the bottle, and still the state of the art in homebrew bottle fillers. Having helped countless home brewers get off the ground, Dan decided to open his own brewery in 2008. LBC is committed to putting our own unique twist on traditional styles.","","1991","","",""
"4bIqXY","Little Apple Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1110 Westloop Place","","Manhattan","Kansas","66502","39.19121","-96.609648","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.littleapplebrewery.com/","","785-539-5500","","","","","","","","","",""
"gv1egz","Little Big Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","988 Second Street","PO Box 13","Berthoud","Colorado","80513","40.3107305","-105.0760827","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","303-587-8144","","","","","","","","","",""
"JEkSqQ","Little Creatures Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","40 Mews Road","","Fremantle","Western Australia","6160","-32.059367","115.744945","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.littlecreatures.com.au/","2000","+61 8 9430 5155","36","https://s3.amazonaws.com/brewerydbapi/brewery/xDHt8e/upload_vHlv78-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xDHt8e/upload_vHlv78-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xDHt8e/upload_vHlv78-large.png","After many trials and experimentations, our first beer, Little Creatures Pale Ale, was proudly presented to the Australian market just in time for the summer of 2001.    Throughout the years, we’ve created a little family of beers that we brew today with the same enthusiasm and drive as the day we began. And while we continue to grow and stretch our horizons, we are still excited by and are motivated to make better beer with greater consistency each and every day.    We welcome you to share our passion for great beer, where ever you are.","","","","",""
"3RFxH6","Little Egypt Beer","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","140 Buttermilk Hill Rd.","","Ava","Illinois","62907","37.7733175","-89.4818853","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.littleegyptbeer.com/","2012","(618) 521-3815","","https://s3.amazonaws.com/brewerydbapi/brewery/oBALsi/upload_ualj3d-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oBALsi/upload_ualj3d-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oBALsi/upload_ualj3d-large.png","A tiny start up brewery in Southern Illinois (Egypt) specializing in recognizable stylistic beers.","","","","",""
"vYTGzr","Little Giant Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","301 7th Street","East Bradenton","Florida","34208","27.4963257","-82.5566763","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","http://littlegiantbrewery.blogspot.com/","","941-962-6650","","","","","A Fledgling Brewery in the Friendly City. Opening fall of 2013","","","","",""
"XsC59I","Little Mountain Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7621 Mentor Avenue","","Mentor","Ohio","44060","41.6591815","-81.3691932","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.littlemountainbrewing.com/","","440-256-1645","","","","","Brew your own beer, taste ours, or grab a couple bombers or growlers to go. We have kegs, and brew hand crafted beer for parties, graduations, weddings, re-unions, and other events.","Tue - Thu: 3:00 pm - 11:00 pm  Fri: 3:00 pm - 12:00 am  Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 8:00 pm","2010","","",""
"9VRts9","Little Toad Creek Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-08-27 13:31:51","200 N Bullard St.","","Silver City","New Mexico","88061","32.7697413","-108.2764923","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.littletoadcreekbrewerydistillery.com/","","(575) 956-6144","","https://s3.amazonaws.com/brewerydbapi/brewery/dmq9jz/upload_rJXXUO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dmq9jz/upload_rJXXUO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dmq9jz/upload_rJXXUO-large.png","Little Toad Creek Brewery & Distillery is a craft producer of beer and spirits. The Brewery currently produces Amber Ale, Stout, Porter, and IPA. The Distillery produces vodka, silver rum, & spiced rum, green chile vodka, and whiskey (in limited quantities!)    Our new tasting room has just opened in downtown Silver City serving craft beer, spirits, and fine pub food.","Mon:  11:00am - 11:00pm Wed:  11:00am - 11:00pm Thu:  11:00am - 11:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 11:00pm  ","","","",""
"AButIj","Live Oak Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3301-B East 5th Street","","Austin","Texas","78702","30.254665","-97.70551","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.liveoakbrewing.com/","1997","1-512-385-2299","","https://s3.amazonaws.com/brewerydbapi/brewery/ZX0hI5/upload_fDpcsV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZX0hI5/upload_fDpcsV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZX0hI5/upload_fDpcsV-large.png","Live Oak Brewing Company is truly a home-grown Austin enterprise. Two of Austin's own homebrews, Chip McElroy and Brian Peters, literally hand-built the brewery and were the two main brewers, keg washers, delivery persons, and proselytizers. Live Oak has grown since then, but we are still just as passionate about providing delicious old-world style beers that are rarely commercially available. Our special beers are brewed in limited quantities in a small east Austin brewery and are available in fine pubs and restaurants in Austin, Dallas, Houston, Alpine, Marathon, San Marcos and San Antonio.","","1997","","",""
"Nde0Xy","Living The Dream Brewing Co.","N","verified","Verified","2012-01-03 02:41:33","2014-07-31 11:14:02","12305 Dumont Way","Unit A","Littleton","Colorado","80125","39.540332","-105.039832","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.livingthedreambrewing.com","2013","(720) 583-5270","","https://s3.amazonaws.com/brewerydbapi/brewery/pmdkR9/upload_o2Ai3C-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pmdkR9/upload_o2Ai3C-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pmdkR9/upload_o2Ai3C-large.png","We are a Denver area small batch craft brewery creating unique beer recipes available at our brewery & taproom in Littleton, Colorado.    Six beers brewed year long to quench your thirst during any activity. From a vigorous game of badminton to an afternoon of rev-ing your 2-stroke noise maker at a Nascar race, we've got ya covered.","","2013","","",""
"mVdhSA","Loaf and Stein Brewing","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","Eagle River","Wisconsin","","45.917035","-89.252779","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"VBCpxE","Lobdengau-Brauerei","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kalte Gasse 2","","Ladenburg","Baden-Württemberg","D-68526","49.415195","8.709546","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","","","276","","","","","","","","",""
"OpMVbb","Lobkowiczk Pivovar Vysok Chlumec","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","CZ-262 52 Vysok Chlumec","","Vysok Chlumec","","","49.803795","15.475265","Y","N","N","Y","micro","Micro Brewery","CZ","Czech Republic","CZE","","","420-318-865-321","203","","","","","","","","",""
"IrbSxb","Local 315 Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-08-09 00:22:51","3202 Warners Rd","","Warners","New York","13152","43.077587","-76.291693","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","(315) 382-2051","","","","","A craft brewery located in the 3-1-5 supporting local products and local people","","","","",""
"ITkQn1","Local Option","N","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:39:49","1102 WEST WEBSTER AVE","","Chicago","Illinois","60614","41.9219309","-87.6561669","Y","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://localoptionbier.com/","","(773)-348-2008","","https://s3.amazonaws.com/brewerydbapi/brewery/Ko4Sqy/upload_1Mid8F-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ko4Sqy/upload_1Mid8F-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ko4Sqy/upload_1Mid8F-large.png","","Bar: Sunday-Friday 12pm-2am; Saturday 12pm-3am  Kitchen: Tuesday-Thursday 3pm-10pm; Friday – Sunday 12pm-11pm","","","",""
"eKx6Cg","Locavore Beer Works","N","verified","Verified","2012-01-03 02:41:33","2014-10-18 07:57:21","5950 S Platte Canyon Rd","","Littleton","Colorado","80123","39.608583","-105.036921","N","N","N","Y","micro","Micro Brewery","US","United States","USA","www.locavorebeerworks.com","2013","(720) 476-4419","","https://s3.amazonaws.com/brewerydbapi/brewery/uU9FOh/upload_0x02At-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uU9FOh/upload_0x02At-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uU9FOh/upload_0x02At-large.png","","","2013","","",""
"195Jl2","Rancho Cordova Production/Tasting Room","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11327 Trade Center Dr. #350","","Rancho Cordova","California","95742","38.607202","-121.263761","Y","N","N","Y","tasting","Tasting Room","US","United States","USA","http://www.lockdownbrewingcompany.com/","","916-835-7416","","https://s3.amazonaws.com/brewerydbapi/brewery/anUUVa/upload_JL1le5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/anUUVa/upload_JL1le5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/anUUVa/upload_JL1le5-large.png","Welcome to Lockdown Brewing Co., the “Home of the Folsom Prison Brews.”  Lockdown Brewing Co. brews craft ales for the enjoyment of beer lovers of all levels from the true connoisseur to the weekend beer lover.   The beers of Lockdown Brewing Co. are hand crafted with all natural ingredients without adjuncts such as cereal, rice or fillers. Our beers are superior because of the brewmaster's attention to detail, his complete love of brewing and the freshness of the beer.    The beers are named in the spirit of the history of Folsom, CA. Lockdown Brewing Co. exhibits the rich history of Folsom and the Folsom Prison through its identity and labeling.  Folsom was home to many firsts.  It was the home to the first Railroad in the West and the first city to transport electricity over the wire over several miles, 22 to be exact. The prison is California’s second oldest and has been made famous thru media like Johnny Cash’s “Folsom Prison Blues” and the movie ""Walk the Line"".    We invite you to sample our fine ales and enjoy the great taste and absorb the long history of Folsom.","Wednesday-Friday 4-8pm","","","",""
"eJlHAD","Folsom Tasting Room","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","718 Sutter St.","Suite 200","Folsom","California","95630","38.6774675","-121.1771592","N","N","N","Y","tasting","Tasting Room","US","United States","USA","http://www.lockdownbrewingcompany.com/","","(916) 358-9645","","","","","","Mon - Tue 11-3pm  Wed - Thu 11-10pm  Fri - Sat 11-12am  Sun 11-6pm","","","",""
"GdU5Je","LBC-HQ","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","317 Leidesdorf St.","","Folsom","California","95630","38.680724","-121.172849","N","N","N","N","office","Office","US","United States","USA","http://www.lockdownbrewingcompany.com/","","(916) 835-7416","","","","","","","","","",""
