"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"jwWiTH","Heritage Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","544 West Liberty Street","Cincinnati","Ohio","45214","513-421-2337","39.1135236","-84.5259889","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"MGFWci","Herkimer Pub & Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2922 Lyndale Avenue South","Minneapolis","Minnesota","55408","1-612-821-0101","44.949146","-93.288513","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"0qx9Fk","Hermitage Brewing Company","http://hermitagebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1627 South 7th Street","San Jose","California","95112","408-291-0966","37.315077","-121.866247","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Hermitage Brewing Company (HBC) is a Silicon Valley native.  In the few years HBC has been distributing, we have won multiple awards and accolades for our beer, including Hoptopia, Maltopia, Ale of the Imp, Ale of the 2 Tun, and our Single Hop Series.","","2009","https://s3.amazonaws.com/brewerydbapi/brewery/0Lhdch/upload_O6WCRO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0Lhdch/upload_O6WCRO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0Lhdch/upload_O6WCRO-large.png","","","","","",""
"OOAFqf","Herrs kleines Bierhaus","http://www.kleinesbierhaus.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hauptstraße 55","Schwangau","Baden-Württemberg","77963","","28.700649","-97.390984","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"CqGxCC","Herslev Bryghus","http://www.herslevbryghus.dk","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kattingevej 16 4000","Herslev","Roskilde","","+45 46 40 18 07","55.669054","11.984541","Y","N","N","Y","micro","Micro Brewery","DK","Denmark","DNK","Herslev Brewery is a microbrewery located on a farm with its own farm in the village Herslev near Roskilde Fjord.     We produce hand-brewed beer without computer automation. We use instead the eyes, nose and palate, and follows the beer from day to day. The key words of our production is quality, pure ingredients and full traceability.     We make beer, we can enjoy, and let the seasonal time inspire us in the development of new, intense flavors.","208","2004","https://s3.amazonaws.com/brewerydbapi/brewery/so8oDR/upload_d8dJdz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/so8oDR/upload_d8dJdz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/so8oDR/upload_d8dJdz-large.png","Mon - Thu: 8:00 am - 4:00 pm  Fri: 8:00 am - 2:00 pm","","2004","","",""
"pKjSOS","Herzlich Willkommen - Barfüßer Hausbrauerei Nürnberg","http://www.barfuesser-nuernberg.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hallplatz 2","","Nuremberg","90402","","49.449171","11.078671","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1992","","","","","","","","",""
"yjkSJY","Herzoglich Bayerisches Brauhaus Tegernsee","http://www.braustuberl.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schlossplatz 1","","Tegernsee","83684","(08022) 3455","47.70797","11.75674","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"yZyKm9","Hess Brewing","http://www.hessbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7955 Silverton Ave","San Diego","California","92126","619-887-6453","32.8906667","-117.1495698","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Hess Brewing has the distinction of being San Diego’s first licensed nano-brewery. Nano, as in small, not Nanu, Mork’s signoff. We truly brew in small hand-crafted batches, one point six barrels at a time (that’s just 50 gallons each batch). Stop by our tasting room and taste it for yourselves. Great Beer. No Exceptions. No Excuses.","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/yw9l9Y/upload_er05hy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/yw9l9Y/upload_er05hy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/yw9l9Y/upload_er05hy-large.png","","Suite 1201","2010","","",""
"ylQ46j","Hessisches Löwenbier","http://www.hessisches-loewenbier.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brauereistr. 5","Malsfeld","Hessen","34321","","51.07987","9.504105","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1870","","","","","","","","",""
"2hDUj7","Het Brouwcafe","http://www.hetbrouwcafe.nl/onze-brouwerij.html","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dr. Lelykade 28","Den Haag","Zuid Holland","2583 CM","+31 70-3540970","52.0998048","4.271931","Y","N","N","Y","brewpub","Brewpub","NL","Netherlands","NLD","Brewpub in Scheveningen Harbour","528","","https://s3.amazonaws.com/brewerydbapi/brewery/oFhOVX/upload_a2uiOg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oFhOVX/upload_a2uiOg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oFhOVX/upload_a2uiOg-large.png","Sunday / Wednesday from 11:00 to 23:30 (kitchen until 22:30)  Thursday from 11:00 to 0:30 pm (kitchen until 22:30)  Friday and Saturday from 11:00 to 1:00 pm (kitchen until 22:30)    Lunch is served between 11:00 and 17:00.  Dinner is served between 17:00 and 22:30.","","","","http://www.hetbrouwcafe.nl/contact.html#subscribe",""
"cNIHGq","Hi-Wire Brewing","http://www.hiwirebrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","197 Hilliard Avenue","Asheville","North Carolina","28801","(828) 575-9675","35.5911984","-82.5559403","Y","N","N","N","micro","Micro Brewery","US","United States","USA","At Hi-Wire, we really want to embrace our craft and be as independent and authentic as possible, while also managing to maintain an approachability to our product, as we feature highly drinkable, hand-crafted brews.    We’re fortunate to be able to be a part of one of the Craft Capitals of the country. Located in Asheville's ""Brewery District"", Hi-Wire's brewery and tasting room are within walking distance of six other local breweries in a few block radius. Come visit us in June, 2013.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/ueswRW/upload_xH5whU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ueswRW/upload_xH5whU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ueswRW/upload_xH5whU-large.png","Mon - Thu: 4:00 pm - 12:00 am  Fri: 2:00 pm - 2:00 am  Sat: 12:00 pm - 2:00 am  Sun: 2:00 pm - 10:00 pm","","2013","","",""
"ath8va","Hida Takayama Brewing Agricultural Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","999 Matsumoto-cho","Takayama","Chubu","","81-0577-35-0365","36.145226","137.203484","Y","N","N","Y","micro","Micro Brewery","JP","Japan","JPN","","392","","","","","","","","","",""
"DDPx51","Hideout Brewing Company","http://hideoutbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3113 Plaza Dr Ne","Grand Rapids","Michigan","49525","616-361-9658","43.017919","-85.63082","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Originally opened in early 2005, the company was named for both the location and for the feel of pre-prohibition era local brewery. Taken over in early 2012 by new owners Scott Colson and Nick and Theresa Humphrey, the Hideout’s footprint has grown quite extensively. Now distributing to much of the southern half of the Lower Peninsula, they are adding new regions regularly. Coming soon will be bottled beer!    In the taproom, the selection recently increased to 25 taps directly behind the J shaped bar. The upper loft has darts, shuffle board and three big screen TVs. Behind the building you will find a Beer Garden including horseshoe pits and ample seating.    Menu beers available year round are Promiscuous Pilsner, Tommy Gun Red, Gangster IPA, and Smuggler’s Hazelnut Stout. Other offerings vary throughout the year including Wine, Seasonal and Specialty Beers, Hard Cider, and Mead.","","2005","https://s3.amazonaws.com/brewerydbapi/brewery/35YJeP/upload_3NXkCo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/35YJeP/upload_3NXkCo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/35YJeP/upload_3NXkCo-large.png","","","2005","","",""
"pX8lES","High & Mighty Beer Company","http://www.highandmightybeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","108 Cabot Street","Holyoke","Massachusetts","01040","413-323-8040","42.2011759","-72.610427","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","High & Mighty Beer Company began in 2006 as an offshoot of Shelton Brothers beer importing company. Will Shelton took his idea for a novel German-style ale to Paper City Brewery in Holyoke, Massachusetts, and Beer of the Gods was born, to extraordinary commercial success, critical acclaim, and unabashed adoration from beer geeks the world over.    Eventually, Will discovered that he enjoyed selling the beer he made even more than he did the splendid beers that Shelton Brothers imports, and in June 2008, he abandoned his brother to focus on making American beer that added an American attitude to the best of European beer styles. The beer is still lovingly made at Paper City, but look for High & Mighty to open a brewery of its own in 2010.","","2006","https://s3.amazonaws.com/brewerydbapi/brewery/s6FkDL/upload_S7HTTQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/s6FkDL/upload_S7HTTQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/s6FkDL/upload_S7HTTQ-large.png","","","2006","","",""
"ISYbkY","High Cotton Brewing Co","http://highcottonbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","598 Monroe Ave","Memphis","Tennessee","38103","(901) 543-4444","35.1409146","-90.0408247","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/MvH9nA/upload_gRLKQ5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MvH9nA/upload_gRLKQ5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MvH9nA/upload_gRLKQ5-large.png","","","2013","","",""
"RqrZNt","High Desert Brewing Co.","http://www.highdesertbrewingco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1201 W. Hadley Ave.","Las Cruces","New Mexico","88005","(575) 525-6752","32.3096","-106.793","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","After years of recipe development, remodeling, and parking lot paving, the High Desert Brewing Co. opened it's doors in July of 1997 and has quickly become one of New Mexico's premier brewpubs. Our selection of hand crafted lagers and ales are produced on premises using the finest grains and hops. We brew small batches of about 100 gallons, ensuring that each beer is served at the peak of freshness. Our brews are available by the glass, pint, or pitcher and to-go in 1/2 gallon growlers and 5 gallon kegs. We make every attempt to keep all of our beers on tap at all times but once in a while one or two may not be available for a few days. These times are the perfect opportunity to stretch your taste and try something other than your favorite. Please let Bob or Donna, or any of the High Desert Brewing Co. staff know how you think we are doing.","","1997","https://s3.amazonaws.com/brewerydbapi/brewery/oMNpgF/upload_SiduK5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oMNpgF/upload_SiduK5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oMNpgF/upload_SiduK5-large.png","Mon - Sat:  11am - Midnight  Sun:  Noon - 10pm","","","","",""
"4AaNXK","High Falls Brewing Company","http://www.geneseebeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","445 St.Paul Street","Rochester","New York","14605","585-263-9446","43.164588","-77.615456","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","High Falls Brewing Company, located in Rochester, New York, is the fifth largest brewing company in America, and the brewers of JW Dundee's Honey Brown Lager, Michael Shea's Irish Amber, Genny Light, the Genesee Family of brands and Koch's Golden Anniversary. High Falls distributes its fine products across 41 states and Ontario, Canada.    High Falls also brews beer for other beer companies, such as the Boston Brewing Company (makers of Sam Adams beer). As much as 50% of the output of High Falls' brewery is for other firms. High Falls also distributes beer for other companies, some as far away as New Zealand, which may explain why trucks bearing the brands of other breweries (such as Coors) are sometimes seen on their premises.","","2000","https://s3.amazonaws.com/brewerydbapi/brewery/Qg6dpg/upload_1pRKB6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qg6dpg/upload_1pRKB6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qg6dpg/upload_1pRKB6-large.png","","","2000","","",""
"lnysz7","High Hops Brewery","http://www.highhopsbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6461 Hwy 392","Windsor","Colorado","80550","(970) 674-2841","40.479484","-104.935005","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Here at High Hops we brew with the very Hops we grow in our fields. We do not limit ourselves to one style of beer. We like to brew all types of beers for all types of people. Enjoy this magical beverage comprised of Hops, Barley, water and yeast. Cheers!!    We are here to make excellent beer, to push the brewing limits ,and to exceed your taste buds expectations.","","","https://s3.amazonaws.com/brewerydbapi/brewery/3H02yz/upload_aMeQts-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3H02yz/upload_aMeQts-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3H02yz/upload_aMeQts-large.png","Tue - Thu:	2:00 pm - 8:00 pm  Fri - Sat:	12:00 pm - 9:00 pm  Sun:	12:00 pm - 7:00 pm","","","","",""
"gUJBgl","High Noon Saloon & Brewery","http://www.thehighnoon.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","206 Choctaw St","Leavenworth","Kansas","66048","913-682-4876","39.3168103","-94.9107882","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","During the late 1800’s our building housed the Great Western Manufacturing Company which produced cast iron stoves for pioneers heading west. Today, the High Noon Saloon & Brewery is a Leavenworth landmark, serving honest food, fresh made beer, quality entertainment and a whole lot of FUN!    We have a lot going on! We’re a big, family-friendly restaurant featuring Steaks, Burgers, Sandwiches, Entrée Salads, BBQ, Wild Salmon (flown in FRESH not frozen), Buffalo Burgers (locally raised, hormone & anti-biotic free) and so much more. We also feature daily Lunch, Dinner and Drink Specials!    We are also Leavenworth’s hometown brewery, serving fresh made, award-winning hand-crafted beer from our on-site copper clad brewery. Our silver medal-winning Annie’s Amber Ale is available throughout Kansas in 6-pack 12oz. cans! The Kansas Department of Commerce has recently awarded High Noon & Annie’s Amber Ale the “Simply Kansas” label as a quality product made exclusively in Kansas!","","","https://s3.amazonaws.com/brewerydbapi/brewery/gbhf9E/upload_ySlbuB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gbhf9E/upload_ySlbuB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gbhf9E/upload_ySlbuB-large.png","","","","","",""
"Io1zqC","High Point Brewing Co, Inc.","http://www.ramsteinbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22 Park Pl","Butler","New Jersey","07405","973-838-7400","41.0016011","-74.3402896","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"v7knzd","High Point Wheat Beer Company","http://www.ramsteinbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:28:37","22 Park Place","Butler","New Jersey","07405","973-838-7400","41.0016015","-74.3402902","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","High Point Brewing Company was founded in 1996 as the first exclusive wheat beer brewery in America. The founder and driving force of High Point is award-winning homebrewer, Greg Zaccardi. After working as a brewer in southern Germany, Greg returned to the US to open his brewery.    Ramstein beers are made with the same care and precision that Greg learned in Germany. In fact, the wheat, barley, hops and yeast used to make Ramstein Beers are all imported directly from Bavaria.    Greg found a special brewer’s yeast used only by a small brewery in Bavaria. He was able to get the brewery to let him use the special yeast exclusively at High Point. The unique, complex character of Ramstein beers is a result of this private yeast and of course, High Point’s careful and proper brewing methods.    The name Ramstein was adopted from a town in Germany with a large American population. The town surrounds the U.S. Ramstein Air Force Base. High Point wanted the name of its beers to reflect a marriage of German tradition and American innovation.    Today High Point Brewing Company expanded beyond wheat beers and brews 11 different wheat beers and lagers.","","1996","","","","Gift Shop & Tasting Room Hours:   M-F 9am - 6:30pm   Sat 1pm - 4pm","","1996","","",""
"XRTc94","High Sierra Brewing Company","http://highsierrabrewco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","302 N Carson St","Carson City","Nevada","89703","775-882-7787","39.1653305","-119.7671194","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","In the mood for a great Micro Brew and an enormous Pizza? Come down to Carson City's only Brewery & Restaurant and indulge in our savory Deep Dish Pizzas while throwing back a pint of our OMG IPA or our Honey Ale! Don't forget to bring the Kidos! We have a kids menu with lots of goodies and hand crafted Root Beer and Orange Cream Soda.Get Brewed!","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/92Lmmz/upload_gvKXqO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/92Lmmz/upload_gvKXqO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/92Lmmz/upload_gvKXqO-large.png","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 2:00 am  Sun: 11:00 am - 10:00 pm","","2010","","",""
"6wKutG","High Tide Brewing Co.","http://www.hightidebrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1002 Henderson Dr","Jacksonville","North Carolina","28540","(910) 526-1536","34.780164","-77.425459","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2014","https://s3.amazonaws.com/brewerydbapi/brewery/muCluV/upload_07hI9j-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/muCluV/upload_07hI9j-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/muCluV/upload_07hI9j-large.png","","Suite A","2014","","",""
"9lCQIV","High Water Brewing","http://www.highwaterbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-26 11:07:30","1559 W. Mendocino Ave.","Stockton","California","95204","866.206.0482","37.973435","-121.319794","N","N","N","N","office","Office","US","United States","USA","Leveraging his successful 15 year brewing career, Brewmaster Steve Altimari has partnered with John Anthony, another seasoned veteran of the craft brewing industry, to start their own California Bay Area venture, High Water Brewing.    Inspired by the most creative brewing practices and styles across the world, Steve and John's love of beer and unbridled passion for all things flavorful have led to a line of products that represent the very best of the best. Together they have combined their visions of creating unique, flavorful beers and distributing them to as many people as possible.    Partnering with award-winning Drake's Brewing Company, Steve will craft High Water beers at Drake's Brewhouse in San Leandro, CA; fermentation will occur in High Water tanks at that same location.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/y4ip96/upload_AhkMW1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/y4ip96/upload_AhkMW1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/y4ip96/upload_AhkMW1-large.png","","","2011","","",""
"FudRo8","High Water Brewing","http://www.highwaterbrewing.com","","verified","Verified","2012-01-03 02:41:33","2014-07-26 11:07:30","300 Cumberland St.","Pittsburg","California","94565","(530) 440-9098","38.033018","-121.882514","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","2014","","",""
"pUzMgZ","Higherground Brewing Company","http://www.highergroundbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","518 North First St.","Hamilton","Montana","59840","(406) 375-5204","46.2516887","-114.1562241","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Handcrafted beers and wood fired pizzas.  Locally owned and operated by Fenn Nelson and Jasper Miller.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/30XUGs/upload_IeLnTx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/30XUGs/upload_IeLnTx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/30XUGs/upload_IeLnTx-large.png","Tue - Sat: 11:00 am - 8:00 pm  Sun: 1:00 pm - 8:00 pm","","2011","","",""
"m4vERw","Highland Brewing Company","http://www.highlandbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12 Old Charlotte Highway","Asheville","North Carolina","28803","828-299-3370","35.571062","-82.4981899","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Highland Brewing Company began in the basement of Barley's Taproom in downtown Asheville, North Carolina in 1994. Through the years the company has grown from a three person operation to a staff of almost 50, from about 4,000 to 35,000 square feet, and from a capacity to brew 2,000 barrels annually to almost 40,000. Those of you who saw the old brewery may remember the retrofitted dairy equipment we used. We held on to two of those tanks in our move to the East Asheville location. Alongside them, we have new fermentation and brite beer tanks to go with our 50-barrel brew house. Our pilot brew house is a brewer's playground for developing new seasonal beers, high gravity brews, and whatever else the brewers dream up. Highland currently supplies both Carolinas, Georgia, Tennessee, Florida, Alabama, Ohio, Kentucky and Virginia. Thanks for your support!","","1994","https://s3.amazonaws.com/brewerydbapi/brewery/fJYG8Y/upload_AL4Xji-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fJYG8Y/upload_AL4Xji-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fJYG8Y/upload_AL4Xji-large.png","Monday - Friday 4-8pm, Saturday 2-8pm. Tours are daily at 4pm and 4:45. Additional tours at 2:45 and 3:30 on Saturday.","Suite H","1994","","",""
"RQr8fQ","Highlander Brew Co","http://www.highlanderbrewco.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","19 Howard Street","South River","Ontario","L7L 7L6","(705) 792-0808","45.843276","-79.3640841","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","Highlander Brew Co. is located in South River, in the Almaguin Highlands of Ontario. The brewery is on the Northern edge of Algonquin Park, making Highlander the most northerly craft brewery in Ontario.","124","2009","https://s3.amazonaws.com/brewerydbapi/brewery/pJ3qbH/upload_Iacg2h-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pJ3qbH/upload_Iacg2h-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pJ3qbH/upload_Iacg2h-large.png","","","","","",""
"0iMqko","Highlands Hollow Brewhouse","http://www.highlandshollow.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2455 Harrison Hollow Lane","Boise","Idaho","83702","208-343-6820","43.6421217","-116.2081121","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Highlands Hollow is located on the road to Bogus Basin and is a favorite place to meet for skiers, cyclists and hikers alike. Just what you would expect from a brewpub, Highlands Hollow Brewhouse serves up great comfort food, and their handcrafted ales are some of the finest in the Northwest. The “Hollow” offers Happy Hour everyday from 3pm-6pm, daily lunch and dinner specials, along with live music by local artists on special occasions. Open 7 days a week with deck seating during the warmer months.","","","https://s3.amazonaws.com/brewerydbapi/brewery/4ucq5J/upload_EPzvQS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4ucq5J/upload_EPzvQS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4ucq5J/upload_EPzvQS-large.png","","","","","",""
"JT3d0e","Highway 1 Brewing Company","http://www.highway1brewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5720 Cabrillo Highway","Pescadero","California","94060","(650) 879-9243","37.165259","-122.359937","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","A unique brewpub located on California's beautiful Highway 1, with ocean views from the bar and dinning room. Specializing in local ingredients and unusual combinations, in a relaxed coastal atmosphere.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/qO5uUC/upload_r7PGT1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qO5uUC/upload_r7PGT1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qO5uUC/upload_r7PGT1-large.png","Sunday, Monday &Thursday 11-8p  Friday & Saturday 11-9p","","","","",""
"enLB05","Hijos De Rivera, S.A.","http://www.estrellagalicia.es","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rúa José María Rivera Corral, 6","","A Coruña","15008","+34 981 90 19 06","43.34079","-8.434873","Y","N","N","Y","micro","Micro Brewery","ES","Spain","ESP","Hijos de Rivera is today in its fourth generation, as a global business corporation, not only as a brewing industry, but also with a broad activity in sectors such as mineral water, wine, spirits and cider, as well as an important implication in the service sector, ranging from distribution and logistics, to the integral development of properties to hospitality, to the actual management of establishments in Horeca ...     Something that would be empty without the people who make possible the transformation of each product in a moment of satisfaction","724","1906","https://s3.amazonaws.com/brewerydbapi/brewery/o26Gd4/upload_f0EWcQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/o26Gd4/upload_f0EWcQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/o26Gd4/upload_f0EWcQ-large.png","","","","","",""
"d25euF","Hill Brewing Company, Inc","http://www.rayhills.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","418 South Florissant Road","Saint Louis","Missouri","63135","314-521-2337","38.7381674","-90.3024737","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","","","","",""
"FLoT3g","Hill Farmstead Brewery","http://hillfarmstead.com/","N","verified","Verified","2012-01-03 02:41:33","2014-08-22 00:56:36","403 Hill Road","Greensboro Bend","Vermont","05842","802-533-7450","44.6072147","-72.2623024","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Hill Farmstead Brewery is the culmination of travel and insight, of friendships and explorations, and of realizing a sense of one’s place.  Upon the hand hewn land of our forebears, we honor eight generations of Greensboro ancestry by thoughtfully engaging with our heritage and with our distinctive beers. This offering is our effort to revive, diversify, and prolong the memory of the Hill Farmstead. Share. Consider. Enjoy.","","2010","https://s3.amazonaws.com/brewerydbapi/brewery/fPH7nq/upload_NtbwiO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fPH7nq/upload_NtbwiO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fPH7nq/upload_NtbwiO-large.png","","","","","",""
"2GV1it","Hillcrest Brewing Company","http://hillcrestbrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1458 University Avenue","San Diego","California","92103","619-269-4323","32.748559","-117.15023","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","The Hillcrest Brewing Company (HBC), The World’s First “Out and Proud LGBT Brewery "" is set to open in June of 2012 in time to celebrate the 43rd anniversary of the Stonewall Inn Uprising. We specialize in handcrafted beer and stone oven pizzas with bottles, growlers & kegs to-go.     The restaurant, managed by Joey Arruda, serves paired pizza that is perfectly orchestrated with a focus from the water and flour to create its crust, to the fresh Italian Roma tomatoes with fresh toppings and cheeses before it is fired in stone lined ovens.   We are located at 1458 University Avenue, in the colorful and vibrant LGBT community of Hillcrest in San Diego. HBC features four initial microbrews with plans for up to twelve more to come. Pouring only grains and grapes- our 24 beers on tap and assorted selection of wines are paired with specialty pizzas, by our talented breweristas. The remainder of the taps pours “Guest” brews from other local micro breweries.     Our tap-room, designed in-house features an open ceiling with sealed concrete floors and a 15 foot chandelier made with 97 sustainable 22oz beer bottles that will hang within a 23 foot copula. Additional clusters of hanging beer bottle chandeliers give life to a total Frankenstein set up, with much of the equipment home-made including a steam punk style bottling machine built from scratch by David White, Brewmaster/Artist/Mad-Scientist who lives, breathes and dreams beer. A 13 foot garage door opens to an L-Shaped outdoor patio with cushioned keg barrel seating and planters with local varietal hop bines (hop vines) that can grow up to 25+ feet along horizontal trellises.","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/n0PQKV/upload_e8tqTb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n0PQKV/upload_e8tqTb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n0PQKV/upload_e8tqTb-large.png","Mon - Fri:	4:00 pm - 12:00 am  Sat - Sun:	12:00 pm - 12:00 am","","2012","","",""
