"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"AJJMlC","Mt. Carmel Brewing Company","Mt. Carmel Brewing Company is a local family owned and operated brewery. The brewery was founded in May of 2005 by Cincinnati natives Mike and Kathleen Dewey.     Inspired with a passion for good beer, founders Mike and Kathleen Dewey work towards providing exceptional craft beers to the greater Cincinnati area. We look forward to serving our customers, as if each was our first and only. We look to grow at a comfortable pace not to jeopardize our focus on product quality, customer service, and a respectful business practice.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cincinnati","Ohio","45244","513-519-7161","39.09352","-84.2991009","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mtcarmelbrewingcompany.com/","2005","https://s3.amazonaws.com/brewerydbapi/brewery/sitjIr/upload_T02GZd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sitjIr/upload_T02GZd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sitjIr/upload_T02GZd-large.png","4362 Mount Carmel Tobasco Road","","2005","","","","",""
"QTDYEy","Mu Brewery","We are a micro (Greek letter µ) brewery that is in the heart of the Aurora Cultural Arts District. We are very excited to be a part of this community. We are looking forward to doing several events in tandem with the fantastic Artists from all mediums in this area. So, whether you are looking for somewhere to cool off in the summer or warm up in the winter or going to any one of the shows around Downtown Aurora, please stop in and enjoy good beer and fantastic company.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Aurora","Colorado","80010","","39.740434","-104.8746332","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.brewbymu.com/","2014","https://s3.amazonaws.com/brewerydbapi/brewery/YO9d46/upload_AqdU6j-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YO9d46/upload_AqdU6j-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YO9d46/upload_AqdU6j-large.png","9735 E. Colfax Ave.","","2014","Thursday: 4pm - 10pm  Friday: 2pm - Midnight  Saturday: 10am - Midnight  Sunday: 10am - 10pm","","","",""
"md2Aud","Mucklerat Brew Works","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Raleigh","North Carolina","27613","919-802-1778","35.908783","-78.725938","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","http://www.mucklerat.com/","","","","","13200 Strickland Rd","","","","#114","","",""
"dM7gjl","Mudgee Brewing Co","The brewery's building is a little over 100 years old and used to be a Wool & Skin Store run by the Poulton family for 80 years. After a few renovations, it's perfect for enjoying some ice cold beer, local Mudgee wine and of course, local produce. The brewery is also the home of live music in Mudgee. Other services include catering, weddings, events and tours.     As a family run local business, our main goal is to promote Mudgee, local wine makers and farmers while increasing tourism in the Central West region. And, as always, serve fantastic beer and food.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mudgee","New South Wales","2850","+61 2 6372 6726","-32.5902793","149.588563","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.mudgeebrewing.com.au/","2007","https://s3.amazonaws.com/brewerydbapi/brewery/xm6rt6/upload_FSXp6c-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xm6rt6/upload_FSXp6c-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xm6rt6/upload_FSXp6c-large.png","4 Church Street","36","2007","Mon - Tue: 8:00 am - 5:30 pm  Wed - Sun: 8:00 am - 12:00 am","","","",""
"Owkz44","Mudhook Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","York","Pennsylvania","17401","717-542-4015","39.9625084","-76.7289161","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mudhookbrewingco.com","","","","","34 N Cherry Ln","","","","","","",""
"1GTnDV","Mudshark Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lake Havasu City","Arizona","86403","(928) 453-2981","34.46855","-114.341145","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://mudsharkbeer.com","","https://s3.amazonaws.com/brewerydbapi/brewery/WO7A3K/upload_XxZmvK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WO7A3K/upload_XxZmvK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WO7A3K/upload_XxZmvK-large.png","210 Swanson Avenue","","","Mon - Thu: 11:00 am - 10:30 pm  Fri - Sat: 11:00 am - 11:30 pm  Sun: 11:00 am - 10:30 pm","","","",""
"oCpxft","Mühlengrund Braugasthaus","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wienhausen","Niedersachsen","D-29342","","52.579915","10.187675","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","1586","","","","Mühlenstraße 1","276","","","","","",""
"RkB8DB","Mully's Brewery","Southern Maryland's first Production Craft Brewery! Find Patuxent Pale Ale, Marc Six Blonde, Jack Straw IPA, Carmelite Wheat and Shucker Stout at bars, liquor stores and restaurants throughout Southern MD and the Mid-Atlantic. Drink Local.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Prince Frederick","Maryland","20678","(443) 968-9426","38.510411","-76.647938","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.MullysBrewery.com/","2013","https://s3.amazonaws.com/brewerydbapi/brewery/XWih3e/upload_ZIudfh-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XWih3e/upload_ZIudfh-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XWih3e/upload_ZIudfh-large.png","141 Schooner Ln.","","2013","","Unit #15","","",""
"QUtA29","Multi-Brasses","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Tingwick","Québec","j0a1l0","1-819-359-3887","45.8806453","-71.9428699","Y","N","N","N","production","Production Facility","CA","Canada","CAN","http://microbrasserie.ca/","2001","","","","1209, rue Saint-Joseph","124","2001","","","","",""
"omcVvl","Murphy Brewery Ireland Limited","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Cork","","+353(0)21-4503371","51.902157","-8.471406","Y","N","N","Y","micro","Micro Brewery","IE","Ireland","IRL","http://www.murphys.com/","1856","https://s3.amazonaws.com/brewerydbapi/brewery/nej1DC/upload_LZyJCS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nej1DC/upload_LZyJCS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nej1DC/upload_LZyJCS-large.png","Leitrim Street","372","","","","","",""
"daCbMw","Murphy's Wagon Wheel","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hastings","Nebraska","68901","1-402-463-3011","40.5843335","-98.3911925","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","107 North Lincoln Avenue","","","","","","",""
"iwjjUw","Murray's Craft Brewing Co","At Murray’s we are fanatical about the quality of our beers. We use only the best quality ingredients sourced from Australia and around the world and we give all of our beers extended conditioning times – no rushing.    Established in late 2006 by passionate craft beer enthusiast, Murray Howe, Murray’s Craft Brewing Co. has quickly gained a reputation as one of Aust best Craft Brewers. So much so that we were awarded ‘Best Brewer in Australia’ in October 2012.     Crafted in Port Stephens on the beach on the NSW Hunter region our hugely sought-after range of unconventional, unique and sometimes just plain weird – full-flavoured beers are available across Australia.    We’re not a corporation and we’d NEVER lower our standards to sell more beer. Rest-assured our beers have won more awards than our ads. Murray’s is proudly 100% Australian-owned.    Murray’s… Made of the Right Stuff.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bobs Farm","New South Wales","2316","+61 2 4982 6411","-32.778288","151.987527","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.murraysbrewingco.com.au","2006","https://s3.amazonaws.com/brewerydbapi/brewery/I0AWx9/upload_BEc42I-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/I0AWx9/upload_BEc42I-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/I0AWx9/upload_BEc42I-large.png","3443 Nelson Bay Road","36","2006","Mon - Sun: 10:00 am - 6:00 pm","","","",""
"hcuih5","Murree Brewery","The Murree Brewery produces a wide variety of Beer's, Liquor's and non alcoholic products. Our Premium products include Murree's Millennium Beer, Murree's Classic Beer, Lite Export Pils, Eight and Twelve years old Single Malt Whiskies, Vintage with a blend of a Scotch Grain Whisky, Silver Top Gin, Bolskaya Vodka and Doctor's Brandy.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Rawalpindi","46000","(+92) 051-5567041-7","","","Y","N","N","Y","micro","Micro Brewery","PK","Pakistan","PAK","http://www.murreebrewery.com","1860","https://s3.amazonaws.com/brewerydbapi/brewery/22ttqQ/upload_B48JiI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/22ttqQ/upload_B48JiI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/22ttqQ/upload_B48JiI-large.png","National Park Road","586","","","PO Box No. 13","","",""
"IuwgXx","Museums- und Traditionsbrauerei Wippra - Gebr. Gehring","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sangerhausen","","06526","","51.49666","11.27979","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.wippraer-bier.de/","1990","","","","Bottchenbachstraße 1","276","","","","","",""
"FtvPWN","Muskegon Brewing & Distilling Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Muskegon","Michigan","49440","","43.2361853","-86.2439832","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.muskegonbrewing.com/","","","","","902 Pine St","","","","","","",""
"sDeDfo","Muskoka Cottage Brewery","Founded by Gary McMullen and Kirk Evans, Muskoka Cottage Brewery opened for business in 1996. The Brewery now employs a team of 18, all dedicated to providing you with the finest experience in hand-crafted beer.    Nestled in the heart of Muskoka, Muskoka Cottage Brewery is the Taste of Cottage Country! In keeping with our Muskoka home and surroundings, our goal is to lead our industry in craft beer excellence and innovation, environmentally sound and sustainable practices.    Our values at Muskoka Cottage Brewery are to have a respectful, authentic, open and honest relationship with all of our Muskoka customers and business partners.    In short, we have a passion for great craft beer and we hope you enjoy it!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bracebridge","Ontario","P1L 1S6","800-881-4229","45.04162","-79.3107242","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://www.muskokabrewery.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/2LVr6Q/upload_CiCWjv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2LVr6Q/upload_CiCWjv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2LVr6Q/upload_CiCWjv-large.png","3 Taylor Road","124","1996","","","","",""
"UXN1pF","Mussel Inn","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Takaka","","","64-(03)-525-9241","-40.853374","172.807928","Y","N","N","Y","micro","Micro Brewery","NZ","New Zealand","NZL","","","","","","Onekaka","554","","","","","",""
"jAoe87","Mustang Brewing Company","Mustang Brewing Company was created to makes great, easy-drinking, craft beers. Headquartered in Oklahoma City, OK, our award-winning line-up includes Washita Wheat, Sixty-Six, Golden Ale, Thirty-Three, Harvest Lager, and more. For details, please visit www.mustangbrewing.com.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Oklahoma City","Oklahoma","73107","405-943-0100","35.472865","-97.600469","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mustangbrewing.com/","2009","https://s3.amazonaws.com/brewerydbapi/brewery/6wohdy/upload_BwRtyZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6wohdy/upload_BwRtyZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6wohdy/upload_BwRtyZ-large.png","","","2009","","520 N. Meridian Avenue","","",""
"Y0mNeE","Mutiny Brewing Company","At this family-run locale nestled in the breathtaking Wallowa Valley on the remote northeastern corner of Oregon’s craft frontier, Mutiny is brewing.  Fueling hikers, rafters, and outdoor enthusiasts 330 miles due east of Portland, Mutiny Brewing Company specializes in beer as it’s meant to be made and as it’s meant to be enjoyed.","N","verified","Verified","2012-01-03 02:41:33","2014-08-07 11:02:24","Joseph","Oregon","97846","541-432-5274","45.3574315","-117.2294972","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.mutinybrewing.blogspot.com/","2009","https://s3.amazonaws.com/brewerydbapi/brewery/3bzeJv/upload_HG3qsJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3bzeJv/upload_HG3qsJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3bzeJv/upload_HG3qsJ-large.png","600 N Main St","","","Wed:  11:00am - 9:00pm Sun:  11:00am - 9:00pm  Wed:11:00 am - 9:00 pm  Sun:11:00 am - 9:00 pm","","","",""
"LUXSHY","Myanmar Brewery and Distillery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Yangon","","","95-1-636258","16.83694","96.149784","Y","N","N","Y","micro","Micro Brewery","MM","Myanmar","MMR","","","","","","No. 45, No. 3 Trunk Road","104","","","","","",""
"xoGGQz","Mystery Brewing Company","Our mission is to create a cornucopia of high-quality rustic ales for the discriminating consumer, to test the boundaries of creativity and style. In short, to make outstanding beer.    How do we plan to do it? It involves using fresh, high-quality ingredients and a steady hand at the kettle. But that’s just half of it. The other half of it is right here. The power of the internet, social media, and networking is here to see. Think of this as your own internet brewpub where you can sidle up next to the brewmaster and ask a question — because you can.    What’s so Mysterious?    It’s a bit of a throwback. “Mystery” in its original definition meant the “art and craft of a trade.”  Brewers were among the first organized trade groups; there is evidence of a guild of brewers as early as 12th Century London: “the Master, Keepers or Wardens and Commonalty of the Mistery or Art of Brewers of the City of London”. So, it’s a tribute, it’s recognition that there is just as much art to brewing as there is science, and it’s a gentle reminder that to move forward and create a truly excellent future, sometimes you have to look at the past.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hillsborough","North Carolina","27278","919-697-8379","36.070686","-79.114137","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mysterybrewing.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/L29NU9/upload_vN4pal-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/L29NU9/upload_vN4pal-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/L29NU9/upload_vN4pal-large.png","437 Dimmocks Mill Road","","2011","Tap Room:  Friday 6pm - 11pm  Otherwise, By Appointment Only","Suite 41","","http://eepurl.com/goT5b",""
"KD65Yd","Public House","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hillsborough","North Carolina","27278","(919) 245-1325","36.0736632","-79.1110699","N","N","N","Y","tasting","Tasting Room","US","United States","USA","http://www.mysterybrewing.com","","","","","230 South Nash Street","","2013","M 4 - 10PM  T - Th 4PM - 12AM  F 2PM - 12AM  Sat 12PM - 12AM  Sun 12PM - 10PM","","","",""
"a7z4aQ","Mystic Brewery","Mystic microbes abhorred the isolation of the industrial age. They became a microscopic cabal intent on flourishing. As mystic brewers we yield to their intent; we let them make the beer. Our job is to goad them unto self-realization.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Chelsea","Massachusetts","02150","617-800-9023","42.3920022","-71.044077","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.mystic-brewery.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/7yzKhF/upload_Gnr8Kt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7yzKhF/upload_Gnr8Kt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7yzKhF/upload_Gnr8Kt-large.png","174 Williams Street","","","","","","",""
"CRhsjr","Mythos Breweries S.A.","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Sindos","570 22","","40.695561","22.80698","Y","N","N","Y","micro","Micro Brewery","GR","Greece","GRC","http://www.mythosbrewery.gr/","2000","https://s3.amazonaws.com/brewerydbapi/brewery/zf0Of4/upload_r9TfNS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zf0Of4/upload_r9TfNS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zf0Of4/upload_r9TfNS-large.png","Industrial Area, Thessaloniki","300","","","","","",""
"olQgtI","Nail Creek Pub & Brewery","Nail Creek Brewery is situated in the barn directly behind Nail Creek Pub. The origins and age of the barn are unfortunately unknown. About the only thing that I know is that the building is very old. The area of Utica where Nail Creek is located was once filled with breweries, malteries and all kinds of brewing industry. I am crossing my fingers and hoping that the barn was once involved in Utica’s brewing history.      The first year of the brewery’s operation will consist of true micro brewing. I’m talking about 20 gallon batches here… one keg at a time. Brewing will take place 2 to 3 times a week. The Primary focus of the first year will be to develop a few finalized, tweaked, end game recipes that I can set as a standard at the pub. I want to continually narrow down the recipes and processes until I have taken them to where I would be confident in sharing them with the worlds best brewers. The secondary focus is to experiment with different styles of beer and explore the art of brewing. Ideally, I would like to brew 3 times a week. The first two times would be to work on standardizing the two recipes and the third would simply be an experiment.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Utica","New York","13502","315-793-7593","43.1035832","-75.243396","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://nailcreekpub.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/UwPt2I/upload_nCQHN5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UwPt2I/upload_nCQHN5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UwPt2I/upload_nCQHN5-large.png","720 Varick Street","","","Mon - Sat: 11:30 am - 2:00 am","","","",""
"7TG2JU","Naked Brewing Company","A duo of guys who know that life is too short not to drink good beer. Our goal is to bring a variety of natural and exceptional craft brews to the masses, but since priests frown on that we've decided instead to bring them to you. Got Naked Lately?","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Huntingdon Valley","Pennsylvania","19006","(267) 575-0166","40.1473715","-75.0284076","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://nakedbrewingcompany.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/24ZVdb/upload_PogKHu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/24ZVdb/upload_PogKHu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/24ZVdb/upload_PogKHu-large.png","51 Buck Rd","","","Fri: 5:00 pm - 10:00 pm  Sat: 12:00 pm - 7:00 pm","","","",""
"R59V2j","Naked City Brewery & Taphouse","Once upon a time, there were two dudes named Donald and Don. One was an engineer toiling away on the super computers of a local university, and the other was a supervisor managing the complex operations of a local billionaire. Both of them loved their jobs, but more than their jobs they loved beer. Each Don had a recurring dream of a magical place without a name, a place where the great beers of the world flowed like the Salmon le Sac at flood stage, and the fine brewing tradition of the Pacific Northwest stood proudly beside the best concoctions from far-flung breweries in Asia and across Europe.    Don and Donald worked tirelessly in the wee hours on their home brew mixtures, searching for the best possible combination of hops, malt, barley, and love. For long years, the two Dons had their separate dreams, and never met. A local poet named Bryan had the pleasure of growing up with Donald, and worked for the same local billionaire as Don. After many months of hearing Don speak of his dream of the magical beer haven, Bryan knew it must be the very same place of which Donald had spoken too. He knew instinctively that it was his responsibility to bring the two Dons together. On a fateful summer afternoon at the Elysian Brewery on Capitol Hill, the two Dons met. The event later became known as THE HAPPY HOUR OF DESTINY.    Every patron in the pub knew something special was happening that day. The magical place both men dreamed of was one and the same. That very afternoon, the two Dons vowed to create a great beer haven right here on earth, and together they would name this magic place THE NAKED CITY. In THE NAKED CITY, it doesn't matter where you're going or where you've been, all that matters is great living and great beer. In THE NAKED CITY, the only problem is what great craft beer to try next. The two Dons spent a combined 25 years studying the world's great brewing traditions, and couldn't wait to begin experimenting together. Their very first batch of beer, an Oak-aged double IPA, took a ribbon in the Northwest regionals of the 2007 National Homebrew Competition. The rest, as they say, is history.    Two years after the two Dons combined their separate dreams, THE NAKED CITY opened its doors. Now Naked City boasts an award-winning brewery that produces a variety of small-batch beers available at the pub and friendly bars and restaurants in Seattle, Tacoma, Bellingham, and beyond. The 24 taps of THE NAKED CITY offer a constantly rotating variety of Washington's best beers, regional craft beers, and the best beers Donald and Don have found in two lifetimes of beer travels around the world.    Two and a half years after THE NAKED CITY was founded, the Dons convinced the local poet who brought them together to join them in the adventure. The Dons and Bryan together built a bigger brewery; a full-size kitchen; a dining room/movie theatre called The Screening Room that features free monthly events including film, comedy, poetry, community discusssion, and jazz; and now The Walrus Beer Garden, a patio that's home to murals by local artists, games, and summertime events.    So. Welcome to THE NAKED CITY, where great beer lovers flock like the salmon of Capistrano, and the only question is: WHAT TAP NEXT?","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Seattle","Washington","98103","206-838-6299","47.691833","-122.35509","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.nakedcitybrewing.com/","2008","https://s3.amazonaws.com/brewerydbapi/brewery/WF34ng/upload_s2ninP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WF34ng/upload_s2ninP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WF34ng/upload_s2ninP-large.png","8564 Greenwood Ave N","","","","","","",""
"3OsJCA","Naked Dove Brewing Company","Naked Dove Brewing company was born through our passionate commitment to the art and science of brewing.    At Naked Dove we concentrate on doing one thing: utilizing the best ingredients that the world has to offer to brew world class beers locally. The beers have passed our strict quality standards to ensure that they will meet yours. We are located in Canandaigua, NY in the beautiful Finger Lakes region of New York.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Canandaigua","New York","14424","585-396-2537","42.867128","-77.225195","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.nakeddovebrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/YglaK6/upload_szZUkc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YglaK6/upload_szZUkc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YglaK6/upload_szZUkc-large.png","4048 State Route 5 and 20","","","Brewery Hours:  Monday - Closed  Tuesday & Wednesday 12pm - 6pm  Thursday 12pm - 7pm  Friday 12pm - 7pm  Saturday 10am - 6pm  Sunday 12pm - 5pm","","","http://www.nakeddovebrewing.com/nd_contact_form.php?keepThis=true&%20TB_iframe=true&height=400&width=420",""
"fib7Lb","Namaqua Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Loveland","Colorado","","","40.39276","-105.073919","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"I2JvV2","Namibia Breweries","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Windhoek","","","+264613204999","-22.5589039","17.082481","Y","N","N","Y","production","Production Facility","NA","Namibia","NAM","","","","","","PO Box 206","516","","","","","",""
"yfDPgj","Brewpub","Nano Brew Cleveland is a friendly neighborhood brewpub with 24 beers on draft both at the inside bar and at the lively outdoor Beer Garden Bar. Enjoy a freshly brewed beer from our 1 barrel brewhouse or any of the other local craft breweries we feature on draft. Brewmaster Andy Tveekrem brings over two decade of award-winning brewing experience to this small but mighty brewhouse to turn out advent...See More","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cleveland","Ohio","44113","(216) 862-6631","41.4860133","-81.7046873","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://nanobrewcleveland.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/MXQ7ca/upload_BFVoAB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MXQ7ca/upload_BFVoAB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MXQ7ca/upload_BFVoAB-large.png","1859 West 25th Street","","2012","Mon - Fri: 4:00 pm - 2:30 am  Sat - Sun: 12:00 pm - 2:30 am","","","",""
"uM2jeT","Nantahala Brewing Company","Nantahala Brewing Company is a microbrewery that was founded in Bryson City, Western North Carolina’s outdoor adventure capital, in the spring of 2009.  We officially started selling beer in May 2010.  If you are in the area, stop by and check out our progress.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bryson City","North Carolina","29713","828-488-2337","35.431176","-83.446072","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.nantahalabrewingcompany.com/","2010","https://s3.amazonaws.com/brewerydbapi/brewery/gINfbT/upload_OO4RXx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gINfbT/upload_OO4RXx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gINfbT/upload_OO4RXx-large.png","61 Depot Street","","2010","2011 Summer Tap Room Hours: (Memorial Day – Labor Day)  Tuesday – Saturday: Noon  – 10:00pm  Sunday: Noon – 8 pm    2011 Fall Tap Room Hours: (Labor Day thru October)  Thursday & Friday: 4 pm – 10 pm  Saturday & Sunday: Noon – 10 pm  Monday: 4 pm – 10 pm    2011 Winter Tap Room Hours: (November 2011  thru January 2012)  Thursday & Friday: 4 pm – 10 pm  Saturday: Noon – 10 pm  Sunday: Noon – 6 pm    Call for 2012 Winter and Spring Hours","","","",""
"88lSEe","Napa Point Brewing","Napa Point Brewing opened November 2013 at 388 Devlin Road, near the Napa County Airport, with the goal of bringing “ultra-premium” beer and food to the Napa Valley  A variety of staple beers, like the India Pale Lager, American Hefeweizen, Dry Irish Stout and Amber Ale, are on tap year-round, along with a number of seasonal brews.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Napa","California","94558","(707) 266-7344","38.2285694","-122.2606326","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://napapointbrewing.com/","2013","https://s3.amazonaws.com/brewerydbapi/brewery/8KgyJw/upload_DY0QyV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8KgyJw/upload_DY0QyV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8KgyJw/upload_DY0QyV-large.png","388 Devlin Rd","","2013","Mon: 11:00 am - 8:00 pm  Tue: 11:00 am - 3:00 pm  Thu: 11:00 am - 8:00 pm  Fri - Sat: 11:00 am - 10:00 pm  Sun: 10:00 am - 8:00 pm","","","",""
"WflXnu","Napa Smith Brewery","We create our beers using proprietary recipes developed by our Master Brewer Don Barkley, with his 30+ years in the craft brewing industry. Only the finest domestic and European hops, two row barley, and malted wheat are used in the beer that we make","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Napa","California","94558","707-255-2912","38.224348","-122.256794","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.napasmithbrewery.com/","2008","https://s3.amazonaws.com/brewerydbapi/brewery/l7He1U/upload_6iPHIg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/l7He1U/upload_6iPHIg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/l7He1U/upload_6iPHIg-large.png","1 Executive Way","","2008","Mon - Sun: 11:00 am - 8:00 pm","","","",""
"8zULxL","Napa Valley Brewing Co/ Calistoga Inn","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Calistoga","California","94515","707-942-4101","38.576928","-122.579623","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.napabeer.com/","","","","","1250 Lincoln Ave","","","","","","",""
