"id","name","description","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","images__icon","images__medium","images__large","extendedAddress","established","yearOpened","mailingListUrl","numberCode","yearClosed"
"ZTfThj","The Onion Pub and Brewing Co","","http://www.onionpub.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","22221 N Pepper Rd","Barrington","Illinois","60010","847-381-7308","","42.186342","-88.184552","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"aG5aKe","The Other Farm Brewing Company","It’s what life’s all about afterall, right? The Other Farm Brewing Company is a nano-brewery located in Boyertown, PA. What was once a sleepy little cafe has grown, little by little, into a community centerpiece, focused on what we think are the things that connect us all. Community. Drink. Music. Food.","http://www.theotherfarmbrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-09-23 18:10:11","128 E Philadelphia Ave","Boyertown","Pennsylvania","19512","(610) 367-1788","Mon:  7:00am - 1:30pm Tue:  7:00am - 1:30pm Wed:  7:00am - 11:00pm Thu:  7:00am - 11:00pm Fri:  7:00am - 12:00am Sat:  8:00am - 12:00am Sun:  8:00am - 5:00pm  ","40.3322119","-75.6355357","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/WUY40N/upload_Hx44yQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WUY40N/upload_Hx44yQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WUY40N/upload_Hx44yQ-large.png","","2010","","","",""
"o7760b","The Peekskill Brewery","As a restaurant, brewpub and beer bar we are all things craft, seasonal, local and BEER! Providing exceptional quality, value and service whether you enjoy our lively pub or the more laid back atmosphere of our dining room, we look forward to your patronage.","http://www.thepeekskillbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","55 Hudson Avenue","Peekskill","New York","10566","914-734-2337","","41.283596","-73.93033","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/iEqfUq/upload_BXQKl4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iEqfUq/upload_BXQKl4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iEqfUq/upload_BXQKl4-large.png","","","","","",""
"QQpuA2","The People's Pint","Located at 24 Federal Street in Greenfield, The People's Pint has been open since January 1st, 1997. Since then, we've offered delicious food, quality ales & lagers, and friendly service. The Pint is open daily at 11 a.m. for lunch. The dinner menu is available from 4 - 10 p.m. and we have a late night menu from 10 p.m. - Midnight. We do not take reservations. All ages are welcome.","http://thepeoplespint.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","24 Federal St","Greenfield","Massachusetts","01301","(413) 773-0333","","42.5886166","-72.599865","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/loSfjp/upload_Uwl2Up-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/loSfjp/upload_Uwl2Up-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/loSfjp/upload_Uwl2Up-large.png","","1997","1997","","",""
"HXmS9k","The Perch Pub & Brewery","The Perch is something you have to see to believe. With panoramic views of Downtown Chandler on our roof top bar. Or are lush garden landscape in our courtyard that hosts over 50 tropical rescue birds. We have the most unique and breathtaking setting, and we feature 30 beers on tap, including five of our very own brand new house brews, and a full menu of beer-infused food created by our chef and his team of culinary masterminds. Anytime is the perfect time to treat yourself to an unforgettable experience at The Perch. CHEERS!","http://perchpubbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-08-14 11:31:35","232 S Wall St","Chandler","Arizona","85225","(480) 773-7688","Wed:  11:00am - 11:00pm  ","33.300157","-111.842515","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/QHI29g/upload_w32K6C-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QHI29g/upload_w32K6C-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QHI29g/upload_w32K6C-large.png","","2014","","","",""
"2kYiJT","The Phoenix Ale Brewery","The Phoenix Ale Brewery is Arizona's newest craft brewery.  We brew unfiltered, English style ales.  Currently, we have three beers to choose from.  Fretzy's Unfiltered Ale, Camelback IPA & Watermelon Wheat.  Come see us on the northeast corner of 30th Street & Washington in Phoenix!","http://www.phoenixbrew.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3002 E Washington St","Phoenix","Arizona","85034","(602) 275-5049","Mon - Sat: 12:00 pm - 7:00 pm","33.448675","-112.016904","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/VyaW5Z/upload_mLltUi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VyaW5Z/upload_mLltUi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VyaW5Z/upload_mLltUi-large.png","","2010","2010","","",""
"lhmEZ7","The Phoenix Brewing Company","The Phoenix opened in in April 2014 and features our own handcrafted beers along with regional foods, beers and wines in our restored 1914 mortuary.","http://www.phoenixbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","131 N. Diamond St","Mansfield","Ohio","44902","","Thu: 4:00 pm - 10:00 pm  Fri: 4:00 pm - 12:00 am  Sat: 2:00 pm - 12:00 am","40.761953","-82.514139","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/Rfe5aM/upload_0lEz1W-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rfe5aM/upload_0lEz1W-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Rfe5aM/upload_0lEz1W-large.png","","2014","2014","","",""
"X7C35t","Temple Bar","First things first. We are passionate about beer. And not just our beer. We are passionate about all good beer. That's why in 1989 Liam LaHart and Oliver Hughes opened the first Porterhouse and specialised in importing various beers from around the world with a keen eye on Belgium.","http://www.porterhousebrewco.com/bars-dublin-temple.php","N","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:52:12","16-18 Parliament Street","","Dublin","2","35316798847","","53.3449933","-6.2674274","Y","N","N","Y","brewpub","Brewpub","IE","Ireland","IRL","https://s3.amazonaws.com/brewerydbapi/brewery/UKxizF/upload_5grT3O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UKxizF/upload_5grT3O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UKxizF/upload_5grT3O-large.png","","","","","372",""
"9QurFK","The Porterhouse Central","","http://www.porterhousebrewco.com/bars-dublin-central.php","","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:51:36","45-47 Nassau Street","","Dublin","2","35316774180","","53.3430202","-6.259026","N","N","N","Y","brewpub","Brewpub","IE","Ireland","IRL","","","","","","","","372",""
"lkdfOl","The Porterhouse North","","","","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:51:10","Cross Guns Bridge","","Dublin","9","35318309884","","","","N","N","N","Y","brewpub","Brewpub","IE","Ireland","IRL","","","","","","","","372",""
"O4MTYC","The Porterhouse Bray","","http://www.porterhousebrewco.com/bars-bray-bray.php","","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:54:54","Strand Road","Bray","Co.Wicklow","","35312860668","","53.2017069","-6.0975783","N","N","N","Y","brewpub","Brewpub","IE","Ireland","IRL","","","","","","","","372",""
"0O5Hhd","The Porterhouse Cork","","http://www.porterhousebrewco.com/bars-cork-sheares.php","","verified","Verified","2012-01-03 02:41:33","2014-10-07 17:57:18","Shears Street","Cork","Co.Cork","","353214273000","","51.8982613","-8.4811481","N","N","N","Y","brewpub","Brewpub","IE","Ireland","IRL","","","","","","","","372",""
"cho5r4","The Porterhouse Covent Garden","","http://www.porterhousebrewco.com/bars-london-coventgarden.php","","verified","Verified","2012-01-03 02:41:33","2014-10-07 18:01:11","21-22 Maiden Lane","","London","WC2E7NA","442073797917","","51.5106548","-0.1228927","N","N","N","Y","brewpub","Brewpub","GB","United Kingdom","GBR","","","","","","","","826",""
"F1Wu0V","The Porterhouse Fraunces Tavern","","http://www.porterhousebrewco.com/bars-newyork-fraunces.php","","verified","Verified","2012-01-03 02:41:33","2014-10-07 18:06:17","54 Pearl Street","NY","New York","10004","12129681776","","40.7033722","-74.0113732","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"JdJXIl","The Post Brewing Co.","The Post Brewing Company brews beers that are gosh darn delicious, memorable, and something you will want to put in your mouth repeatedly. Bryan Selders, Brewmaster, has purposefully designed these beers to pair perfectly with your meal. The GoodBird Kitchen, run by Chef Brett Smith, serves you delicious comfort food cooked with the love of your grandma and the skill of passionately trained chefs that is meant to be shared like a family supper.    Pull up a chair, order some vittles and get after it!","http://www.postbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 W. Emma St.","Lafayette","Colorado","80026","(303) 593-2066","Mon - Thu: 4:00 pm - 10:00 pm  Fri - Sat: 4:00 pm - 11:00 pm  Sun: 4:00 pm - 10:00 pm","39.9945274","-105.0912852","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/w8xrXU/upload_eGXUTw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/w8xrXU/upload_eGXUTw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/w8xrXU/upload_eGXUTw-large.png","","","","","",""
"f4HWSu","The Prodigal Brewery","The Prodigal Brewery is an award winning brewery in the White Mountains of New Hampshire, specializing in German-inspired farmstead ales and lagers.","http://www.theprodigalbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","678 Town House Rd","Effingham","New Hampshire","03882","603-539-2210","","43.7424166","-71.0677108","Y","N","N","N","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/KYZTeH/upload_aIClfN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KYZTeH/upload_aIClfN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KYZTeH/upload_aIClfN-large.png","","2010","2010","","",""
"h3bxBv","The Prodigal Son Brewery and Pub","Pendleton, Oregon. A small agricultural town located at the foothills of the beautiful Blue Mountains. And now home to some of the best beers in the state. We’re passionate about fermentation and it shows in our brews. Whether it’s a dry-hopped Northwest IPA or a malt-heavy Porter, the Prodigal Son is dedicated to exploring the possibilities of grain, hops and yeast. Creativity is something we value in our Ales and it’s our goal to incorporate regional ingredients into beers that go beyond convention. Brewing to style is not our objective; we prefer to focus our explorations on the potential of beer.    But we’re more than just brewing, we’ve got good food to boot. The Prodigal Son features a menu that combines traditional pub fare with scratch cooking. Here you will find regional ingredients incorporated into handcrafted cuisine. We have a bona fide chef with an artist’s muse- and his work is truly the product of inspiration. Our food is unique –you might even say it has character.    We’re proud to be back home, here in Eastern Oregon. Come visit anytime, and stay as long as you like. We hope you will join us on our journey to beervana. Lucky for you, your efforts will be rewarded with good beer.","http://prodigalsonbrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","230 SE Court Ave","Pendleton","Oregon","97801","541-276-6090","Tue - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 12:00 pm - 9:00 pm","45.673343","-118.785254","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/oyY213/upload_lBv13o-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oyY213/upload_lBv13o-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oyY213/upload_lBv13o-large.png","","2010","2010","","",""
"eU1BSK","Brewery and Tasting Room","We are an all-sour beer company in Berkeley, CA","http://www.therarebarrel.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","940 Parker St","Berkeley","California","94710","510.984.6585","Fri: 4:00 pm - 10:00 pm  Sat: 2:00 pm - 10:00 pm","37.858752","-122.2918147","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/BP3Svs/upload_O3lmYA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BP3Svs/upload_O3lmYA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BP3Svs/upload_O3lmYA-large.png","","2012","2013","","",""
"W1RwvD","The River Company Restaurant and Brewery","The River Company Restaurant and Brewery is located in beautiful Fairlawn, VA and are mere minutes away from Radford University and Virginia Tech.    We specialize in all natural beef which we dry age in house to produce a distinctly tender and flavorful steak. We have a wide range of flavors on our menu and feature nightly specials.    Our Chief Brewer produces all our draft beers in house, offering a wide variety of flavors to please every palate. Not a beer person? Be sure to ask for our extensive wine list!","http://www.therivercompanybrewery.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6633 Viscoe Road","Radford","Virginia","24141","540-633-3940","Mon - Thu:	4:00 pm - 10:00 pm  Fri - Sun:	11:30 am - 10:00 pm","37.146742","-80.543855","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/drqz7W/upload_X5lV9G-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/drqz7W/upload_X5lV9G-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/drqz7W/upload_X5lV9G-large.png","","","","http://ymlp.com/signup.php?id=geumeqwgmgj","",""
"rkmM7h","The Root Cellar Cafe and Brewery","We are the first and only brew pub in San Marcos, Texas.    Meet our brewer, Robert Brushaber. He has been homebrewing since the 90′s, and has graduated from the American Brewers Guild with a Craft Brewers Apprenticeship (CBA) in 2010. He apprenticed at the Real Ale Brewery in Blanco, and began brewing at the Root Cellar in 2012. The house beers brewed by Robert are Alison’s Ale, Cream Steam, Santa Fe Stout, and a Gluten Free IPA.    Alison’s Ale - A highly complex, clean and refreshing taste with a blend of six different malts and three different hops.    Cream Steam - Steam Beers are in a category all their own. Is it a lager? Is it an ale? Actually, it’s a lager brewed at ale temperatures. This higher temperature fermentation produces a beer with more “fruity” qualities than your average lager. The hops are 100% Northern Brewer, but Robert has lowered the hop bill to make this Steam Beer a bit more creamy and smooth.    Santa Fe Stout – This dry Stout, moderately bittered with Kent Golding hops, has flavor notes that remind me of a cup of dark coffee sipped from a warm mug on a cold Santa Fe morning.    Gluten Free Beer - Made with Sorghum, Honey, and Hops.","http://www.rootcellarcafe.com/brewery/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","215 North LBJ","San Marcos","Texas","78666","512.392.5158","","29.883343","-97.9401695","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/A2N1IN/upload_Js7GlQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/A2N1IN/upload_Js7GlQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/A2N1IN/upload_Js7GlQ-large.png","","2005","","","",""
"8LAl4e","The Round Barn Winery & Brewery","With more than 30 years of fermentation experience and an award-winning reputation in the industry, our line of hand-crafted brews embody the satisfying bold taste you've come to expect from The Round Barn.","http://www.roundbarnwinery.com/brewery.php","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10983 Hills Road","Baroda","Michigan","49101","(800)-716-9463","","41.9200132","-86.4584191","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","",""
"ketZE5","The Saint Louis Brewery","Schlafly is the brand name of beers produced by the Saint Louis Brewery, Inc. Currently, all beers produced by this brewery are under the Schlafly brand. Located in St. Louis, Missouri, it is widely available in Eastern Missouri and Southern Illinois. Schlafly brand beers are distributed to the following states: Missouri, Kansas, Illinois, Indiana, Kentucky, Tennessee, North Western Mississippi, North Virgina, and Washington, DC.    The Saint Louis Brewery, Inc. was incorporated in 1989. It was founded by Dan Kopman and Tom Schlafly,[1] a lawyer and nephew of political activist Phyllis Schlafly, although she is not involved with the brewery in any way. Their goal was to create quality local microbrew beer.","http://www.schlafly.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2100 Locust Street","Saint Louis","Missouri","63103","314-241-2337","","38.632968","-90.209769","N","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/tNDKBY/upload_q7mlD4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tNDKBY/upload_q7mlD4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tNDKBY/upload_q7mlD4-large.png","","1989","1989","","",""
"JyJ8dh","Schlafly Bottleworks","","http://schlafly.com","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7260 Southwest Ave.","Maplewood","Missouri","63143","314-241-2337","Mon - Tue: 11:00 am - 11:00 pm  Wed - Sat: 11:00 am - 12:00 am  Sun: 11:00 am - 10:00 pm","38.6130246","-90.3153033","Y","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","","","","","","2003","","",""
"xvAx8k","The Shed Brewery","Brewed Fresh Since 1965. Established in Stowe, Vermont! The Shed has been a Vermont staple for generations.    Brand owned by Otter Creek Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","793 Exchange St","Middlebury","Vermont","05753","(800) 473-0727","","44.0196678","-73.169214","N","N","N","N","production","Production Facility","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/UqDEcI/upload_tUGQuk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UqDEcI/upload_tUGQuk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UqDEcI/upload_tUGQuk-large.png","","","","","",""
"u3QmOT","Main Office","","http://www.smirnoff.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Norwalk","Connecticut","","","","41.117744","-73.4081575","Y","N","N","N","office","Office","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/gQUBLh/upload_2yRyvs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gQUBLh/upload_2yRyvs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gQUBLh/upload_2yRyvs-large.png","","1864","","","",""
"ZYuYcJ","The Sneak E Squirrel","","","N","verified","Verified","2012-01-03 02:41:33","2014-10-29 12:13:49","1315 West Main Street","Sylva","North Carolina","28779","","","35.3728539","-83.2359759","N","Y","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/OZbzBF/upload_INs4yM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OZbzBF/upload_INs4yM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OZbzBF/upload_INs4yM-large.png","","","","","",""
"tJOJqU","The Spencer Brewery","Spencer Trappist Ale, America's first and only Trappist beer.","http://spencerbrewery.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","167 N. Spencer Rd.","Spencer","Massachusetts","01562","","","42.2936935","-71.9996267","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/DjNUzp/upload_opj0Mc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DjNUzp/upload_opj0Mc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DjNUzp/upload_opj0Mc-large.png","","2013","","","",""
"nbNncq","The Spruce Campbells Brewing Company","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Columbus","Ohio","","","","39.9611755","-82.9987942","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/Z9rhPG/upload_JGqyH5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z9rhPG/upload_JGqyH5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z9rhPG/upload_JGqyH5-large.png","","","","","",""
"MycNNW","The Stable","The Stable is a brewpub and micro-distillery proudly located in the Benton Park Neighborhood of St. Louis on the northeast corner of Cherokee and Lemp. The StableOur building was where the draft horses for the historic Lemp Brewery were kept, thus the name. We are honored to once again be brewing beer on these grounds for the first time since Prohibition. In addition to our own brews, we serve up the best craft beer from across the country and the world. We have 36 rotating taps so you'll always have new selections to choose from each time you visit. We also serve great appetizers, sandwiches, and some say the best pizza in St. Louis. We hope to see you soon.    Our Brewery: We specialize in brewing traditional German lagers, using only the finest barley malt, hops, and yeast from Germany. Our styles include Helles, Marzen, Dunkel, Rauchbier, and Zoigl. All of our beer is brewed and served right on site. The person having a beer next to you at the bar may be one of our brewers.","http://www.thestablestl.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1821 Cherokee Street","St. Louis","Missouri","63118","314-771-8500","","38.592348","-90.217784","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"zILBWx","The Terminal Brewhouse","The Terminal BrewHouse is a locally owned and operated business; as such we go to great lengths and expense to utilize local products and services whenever available. It is our goal to be a contributing member of our neighborhood and city for years to come. In order to achieve this goal, we have instituted many green practices and initiatives. That being said, the kitchen and brewhouse are the heart and soul of what we do and why we are here. Only the freshest foods and finest hops make it into the Terminal and our passion is that only world-class beer and exceptional food make it to your table. We sincerely thank you for coming and promise this is as serious as we will ever get.    Cheers, The Terminal Gang","http://www.terminalbrewhouse.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6 E 14th St","Chattanooga","Tennessee","37408","423-752-8090","Monday - Sunday 11 AM - 12 AM","35.036628","-85.3070709","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/RYjOsb/upload_FfXT7Q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RYjOsb/upload_FfXT7Q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RYjOsb/upload_FfXT7Q-large.png","","","","","",""
"aVMK0I","The Triple FFF Brewery","Triple fff Brewery was founded in 1997 with the aim of brewing ""Real ale that real ale drinkers drink!""     The brewery near Alton in Hampshire started with two brews to its name. These two ales, Moondance and Comfortably Numb remain to this day among the most popular Triple fff beers.      They have now been joined by other brews including Alton's Pride and Pressed Rat & Warthog along with some brand new recipes such as Jabberwocky and Ramble Tamble","http://www.triplefff.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 3 Magpie Works","Nr Alton","Hampshire","GU34 5HN","01420 561 422","Tours available by request","51.112997","-1.041864","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","https://s3.amazonaws.com/brewerydbapi/brewery/Kk1Cyr/upload_Rs5DIi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Kk1Cyr/upload_Rs5DIi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Kk1Cyr/upload_Rs5DIi-large.png","Station Approach Four Marks","1997","1997","","826",""
"K8Z2vo","The Victor Brewery","A microbrewery celebrating hand-crafted beer.","http://www.victorbrewery.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6606 State Route 96","Victor","New York","14564","(585) 902-8166","Thu - Fri: 4:00 pm - 7:00 pm  Sat: 1:00 pm - 6:00 pm","42.9745362","-77.3812347","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/BHezTP/upload_g9BhQn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BHezTP/upload_g9BhQn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BHezTP/upload_g9BhQn-large.png","","2013","2013","","",""
"gVV0jE","The Wellhead Brewery","","http://thewellhead.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","332 W Main St","Artesia","New Mexico","88210","505-746-0640","","32.8425269","-104.400913","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","",""
"bc3zgO","The Whip City Brewing Company","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","37 Ridge Trail Rd.","Westfield","Massachusetts","01085","413-306-8233","","42.158914","-72.690236","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","2010","2010","","",""
"SYkdNz","The Wild Rover Brewery","In an attempt to bring the character and feel of an old English pub to Tampa, father and son team Derek and Ricky Wells founded The Wild Rover Pub & Brewery as a local place for people to come and socialize, while enjoying a finely crafted local beer. It is a place were everyone is welcome; where a communal bond is formed.   The in-house 4 barrel brewing system will service as a means of providing quality beer for you and your neighbor. In the last decade, the demand for better beer has been on the rise, and the customer is becoming more discerning in their tastes. Our aim is to provide a local craft brew that we, as a community, can be proud of, and to showcase some of the ever increasing number of great Tampa area breweries!","http://www.thewildroverbrewery.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8740 N. Mobley Road","Keystone","Florida","33556","(813) 475-5995","Mon - Thu: 4:00 pm - 11:00 pm  Fri: 1:00 pm - 12:00 am  Sat: 7:30 am - 12:00 am  Sun: 7:30 am - 9:00 pm","28.1140664","-82.5796955","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/54Oxci/upload_E4zjn5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/54Oxci/upload_E4zjn5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/54Oxci/upload_E4zjn5-large.png","","2013","2013","","",""
"aKccxT","The Workshop Brewing Company","The Workshop Brewing Company: we sustain nature, build community, and honor craft. We do this by creating honest, traditional beers and wholesome, delicious food using ingredients sourced as locally/organically as possible, served with genuine warmth and enthusiasm, in a setting that is welcoming and fun.","http://www.traversecityworkshop.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","221 Garland Street","Traverse City","Michigan","49684","(231) 421-8977","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 12:00 am  Sun: 11:00 am - 10:00 pm","44.7653605","-85.624934","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","https://s3.amazonaws.com/brewerydbapi/brewery/wt0K5T/upload_PHkCU7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wt0K5T/upload_PHkCU7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wt0K5T/upload_PHkCU7-large.png","Suite A","2012","2012","","",""
"tQmnIx","The Workshop Brewing Company","The Workshop Brewing Company: we sustain nature, build community, and honor craft. We do this by creating honest, traditional beers and wholesome, delicious food using ingredients sourced as locally/organically as possible, served with genuine warmth and enthusiasm, in a setting that is welcoming and fun.","http://www.traversecityworkshop.com/","N","verified","Verified","2014-07-08 18:05:27","2014-07-08 18:05:27","","","","","","","","","","","","","","","","","","","","","","2012","","","",""
"Dvmnpp","Theodore Fyten Brewing Co, LLC","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","363 Webster St","St Paul","Minnesota","55102","651-387-0708","","44.9303465","-93.1244301","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","",""
