"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","phone","yearOpened","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl"
"i9pq7J","Brickside Brewery","http://bricksidebrewery.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","64 Gratiot St.","Copper Harbor","Michigan","49918","47.4677795","-87.8876068","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Copper Harbor's first and only microbrewery, and the first in Keweenaw county in over a hundred years. Bringing hand crafted beer to you is our goal while infusing it with the fun and beauty of the surrounding area.    We'll have our beer on tap, growlers to go, and bottle sales from the cooler ( Sometime in late June early July the bottles will be available). You'll also be able to buy it in stores through out the area ( Once we get the labels approved, again hoping to get distribution going by July ). Shirts, glasses, stickers, and growlers will be available for purchase in the brewery","(906) 289-4772","2012","https://s3.amazonaws.com/brewerydbapi/brewery/O7hh8Y/upload_uZ5Xee-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/O7hh8Y/upload_uZ5Xee-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/O7hh8Y/upload_uZ5Xee-large.png","Thu: 4:00 pm - 10:00 pm  Fri - Sat: 4:00 pm - 11:00 pm  Sun: 4:00 pm - 10:00 pm","","",""
"sp6Nir","BrickStone Restaurant & Brewery","http://www.brickstonebrewery.com/","2006","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","557 William Latham Drive","Bourbonnais","Illinois","60914","41.1626245","-87.8815744","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","BrickStone is not just known for their delicious cuisine, but also for their handcrafted brews made right onsite. Our food and our beer are all made with the freshest and finest ingredients.","815-936-9277","","https://s3.amazonaws.com/brewerydbapi/brewery/wN2mAf/upload_MzGjGm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wN2mAf/upload_MzGjGm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wN2mAf/upload_MzGjGm-large.png","","","",""
"V8pBsI","Bricktown Brewery","http://www.bricktownbrewery.com/","1992","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","299 Main Street","Dubuque","Iowa","52001","42.496499","-90.665173","N","N","Y","Y","micro","Micro Brewery","US","United States","USA","","In November 1992, the Bricktown Brewery opened its doors, ushering in a new golden age of urban dining to the OKC scene. Nearly 20 years later, the Brewery has been adrenalized with a new look, new menu and new focus on delivering great food, great beer and a great experience to the citizens of Oklahoma City.    The building which Bricktown Brewery calls home was once a candy factory, and they say that ghosts of the Oompa-Loompas who are buried in the basement haunt guests who don’t leave a good tip. So be aware…and act accordingly.","1-563-582-0608","","https://s3.amazonaws.com/brewerydbapi/brewery/ynZSec/upload_4b8QwZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ynZSec/upload_4b8QwZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ynZSec/upload_4b8QwZ-large.png","","","",""
"gNckW3","Edmond","http://www.bricktownbrewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","840 W. Danforth Rd","Edmond","Oklahoma","73003","35.6667621","-97.4950028","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(405) 265-BREW","","","","","Monday - Thursday 11am - 12am  Friday& Saturday 11am - 1 am  Sunday 11am-10 pm","","",""
"IhLYfU","Downtown OKC","http://www.bricktownbrewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","One North Oklahoma Avenue","Oklahoma City","Oklahoma","73104","35.4667607","-97.5108091","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(405) 232-2739","","","","","Monday - Thursday 11am - 10pm,  BAR stays open until 11pm  Friday& Saturday 11am - 11pm,  BAR stays open until 1am  Sunday 11am-9pm","","",""
"v14Mov","Remington Park","http://www.bricktownbrewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","One Remington Place","Oklahoma City","Oklahoma","73111","35.5274027","-97.4712053","N","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(405) 419-4449","","","","","Sunday - Wednesday 11am-10pm  Thursday - Saturday 11am - 11pm","","",""
"XKnAyM","Shawnee","http://www.bricktownbrewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4845 North Kickapoo","Shawnee","Oklahoma","74801","35.381501","-96.929147","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","(405) 273-3301","","","","","Monday - Thursday 11am - 11pm  Friday& Saturday 11am - 12pm  Sunday 11am-9pm","","",""
"7SY01j","Bricktown Brewery (OKC)","http://www.bricktownbrewery.com/","1992","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 N Oklahoma Ave","Oklahoma City","Oklahoma","73104","35.4667607","-97.5108091","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Bricktown Brewery opened in October 1992, making history, quality beers, and great food. This started what has become the most unique setting and entertainment establishment in Oklahoma City!    In keeping with the Brewery’s standard of providing our patrons with an exceptional experience, we have transformed the historical turn-of-the century building into a great place to find award winning beers, great food, and plenty of fun for all ages!","405-232-2739","1992","https://s3.amazonaws.com/brewerydbapi/brewery/ANqPO1/upload_ZJu35K-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ANqPO1/upload_ZJu35K-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ANqPO1/upload_ZJu35K-large.png","","","",""
"bSzuQk","Barrel House","http://www.bricktownebeer.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","44 South Central","Medford","Oregon","97501","42.3256491","-122.8719069","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","BricktownE Brewing Company's Barrel House in downtown Medford is quickly becoming the local favorite with 8 different beers on draft, soon to be 10, and very soon to be tripling in size.    BricktownE focus's on English style beers and especially loves to barrel age their beers in local wine barrels, as the local wine scene is getting quite extensive in the Rogue Valley.","541-973-2377","2011","https://s3.amazonaws.com/brewerydbapi/brewery/y1NbYk/upload_ktXcrO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/y1NbYk/upload_ktXcrO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/y1NbYk/upload_ktXcrO-large.png","Mondays : 2pm-10pm  Tuesdays : 2pm-10pm  Wednesday-Saturday : 1130am-10pm  Sundays : 12pm-6pm","","",""
"jmGoBA","Brickyard Brewing Co.","http://www.brickyardbrewing.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5817 238th St SE","Woodinville","Washington","98072","47.7817217","-122.153799","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","""Not Just Another Beer On The Wall""","425-483-2337","2011","https://s3.amazonaws.com/brewerydbapi/brewery/4eAHNC/upload_AgiKcC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4eAHNC/upload_AgiKcC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4eAHNC/upload_AgiKcC-large.png","Thu: 2:00 pm - 8:00 pm  Fri: 2:00 pm - 9:00 pm  Sat: 1:00 pm - 8:00 pm  Sun: 1:00 pm - 7:00 pm","#3","",""
"QEQbK2","Bridge 99 Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","61123 Tapadera","Bend","Oregon","97702","44.019714","-121.310807","Y","N","N","N","nano","Nano Brewery","US","United States","USA","","Bridge 99 Brewery is a small batch craft nano brewery that is soon to launch in Bend Oregon. Watch for us at Wubba's BBQ!","(541) 280-1690","","https://s3.amazonaws.com/brewerydbapi/brewery/QQM7PK/upload_7gnMc9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QQM7PK/upload_7gnMc9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QQM7PK/upload_7gnMc9-large.png","","","",""
"spoQ0c","Bridge and Tunnel Brewery","http://www.bridgeandtunnelbrewery.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Maspeth","New York","11378","40.7294018","-73.9065883","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","Nano scale micro brewery out of Queens New York.","(347) 392-8593","2012","https://s3.amazonaws.com/brewerydbapi/brewery/nR7tKj/upload_O2nXzl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/nR7tKj/upload_O2nXzl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/nR7tKj/upload_O2nXzl-large.png","","","",""
"M5zcKb","Bridge Brew Works","http://www.bridgebrewworks.com/","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","207 Keller Ave","Fayetteville","West Virginia","25840","38.0578763","-81.1004918","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Ken Linch and Nathan Herrold founded Bridge Brew Works to bring quality craft brewed beer to restaurants and pubs in West Virginia and beyond. They have 32 years of combined experience in home and commercial brewing and enjoy creating full flavored beers that honor tradition.    We have a goal to make a lasting connection with everyone in West Virginia who enjoys craft brewed beer.","740-816-7055","2010","","","","","","",""
"22ttqQ","Bridge Road Brewers","http://www.bridgeroadbrewers.com.au/","2004","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Old Coach House","","Beechworth","3747","-36.3592906","146.6872665","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","At Bridge Road Brewers we constantly tweak our beers and develop new recipes to satisfy the curiosity of ourselves and our customers alike. We are not prepared to just pump out a couple of run of the mill ales or have our beer brewed under license by someone else. We prefer to create beer from scratch, using our own production equipment on our own site in our home town of Beechworth, its our passion, not a hobby or a chance to make a quick buck.","03 57282703","2005","https://s3.amazonaws.com/brewerydbapi/brewery/tBzqO1/upload_jRnqXN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tBzqO1/upload_jRnqXN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tBzqO1/upload_jRnqXN-large.png","Mon - Tue: 11:00 am - 4:00 pm  Wed - Thu: 11:00 am - 5:00 pm  Fri - Sun: 11:00 am - 10:00 pm","Ford StreetBeechworth","",""
"yPiQU2","BridgePort Brewing Company","http://www.bridgeportbrew.com/","1984","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1313 NW Marshall Street","Portland","Oregon","97209","45.5308321","-122.6853132","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","BridgePort produces a variety of international style ales, including IPA. BridgePort’s ales are naturally conditioned in the bottle, keg, or cask from which they are served - they’re never force carbonated. The natural conditioning creates ale that is smooth, naturally carbonated, and full of flavor.     Today, BridgePort Brewing Company is one of the top specialty brewers in the state of Oregon. As BridgePort Brewing grew in popularity, it also grew in its brewing capacity from its 600-barrel beginnings to over 100,000 barrels per year. Distribution has grown from Portland to 18 states, and the brewery’s emphasis on producing quality, innovative ales has provided it with an international following and numerous awards.","503-241-7179","1988","https://s3.amazonaws.com/brewerydbapi/brewery/b7IGo3/upload_vm6I3R-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/b7IGo3/upload_vm6I3R-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/b7IGo3/upload_vm6I3R-large.png","","","",""
"48QyzR","Bridger Brewing Co.","http://www.bridgerbrewing.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1609 S. 11th Avenue","Bozeman","Montana","59715","45.662981","-111.0521118","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are thrilled to provide our Bozeman community with unique hand-crafted brews, fresh artisan-style pizzas and more.  Locally owned, family-friendly and Bobcat proud, BB brewpub is located just across from campus and Bobcat athletic facilities.  We're brewing up colorful array of ales and lagers are brewed on site utilizing fresh and locally-sourced ingredients.  Our team is made of passionate individuals who consider opening Bridger Brewing a dream come true. We thank all of our friends and family for supporting us!","(406) 587-2124","2013","https://s3.amazonaws.com/brewerydbapi/brewery/Qgog7R/upload_e4NqMs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qgog7R/upload_e4NqMs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Qgog7R/upload_e4NqMs-large.png","Mon - Sun: 11:00 am - 9:00 pm","","",""
"ajREdT","Brigadoon Brewery & Brew School","http://www.brigadoonbrewery.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Booth #150 Texas Renaissance Festival","Plantersville","Texas","77363","30.276516","-95.849989","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Brigadoon Brewery & Brew School is a unique seasonal brewpub and teaching facility located on the grounds of the Texas Renaissance Festival in Plantersville, Texas. To our knowledge we are the only functioning brewpub located on the grounds of a renaissance festival brewing using both period specific equipment and modern equipment to brew hand crafted ale and then serving it back to the public.    What does that actually mean? Well eight weekends a year we don our garb and brew beer using equipment, ingredients, techniques and recipes that would have been available during the 1400's through the 1600's. We then give samples of ale away and sell pints to visitors that pass through our booth allowing them the opportunity to taste a piece of living history. To our knowledge we are the only renaissance style brewery or brewpub operating at a Renaissance Festival using period recipes, equipement and methods to brew ale and then serving it back to the public.","281-710-7560","2011","https://s3.amazonaws.com/brewerydbapi/brewery/RUCMFm/upload_BHVAUM-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RUCMFm/upload_BHVAUM-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RUCMFm/upload_BHVAUM-large.png","October - November 9:00 am to Dark (6:30 to 7:30 depending on the time of year.)  Features 10 house brews and multiple Texas craft brews.  Offering tours, tastings and educational classes.","","",""
"rUJnPa","Bright Brewery","http://www.brightbrewery.com.au/","2005","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","121 Great Alpine Road","Bright","Victoria","3741","-36.7261125","146.961645","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","At Bright Brewery we use fresh mountain water, quality ingredients and craft brewing techniques to brew our MountainCrafted™ beers.    With our brewery door open daily from 12 noon 'till evening, kick back with award-winning beers at Bright Brewery, on the Great Alpine Road in the heart of Bright.    Overlooking the river, parks and mountains, Bright Brewery's great for a beer and a bite. You can relax with a beer either outside looking over the riverside parkland, or at the bar while keeping an eye on the brewing activity. Or get comfy on one of the couches by the fire, and check your emails using our Free WiFi Hotspot internet service. Kids love the adjacent adventure playground.    Each dish on our menu is great with one of our beers. There's also Jasper Fairtrade Organic Coffee, Hot Chocolate, local wine, and drinks for the kids.    Have an adventure choosing your favourite beers from our regular range and our ever-changing Brewer's Choice beers. Whet your appetite.    Our Tour-and-Tasting experience is an opportunity to discover how we use craft brewing techniques to create award-winning beer. Tours run every Friday and Saturday at 3pm, and Monday at 12 noon. Book now.    For more opportunities to indulge your love of beer, check out our events.    Ask for Bright Brewery beer in local restaurants, pubs, bars and supermarkets.","+61 3 5755 1301","2005","https://s3.amazonaws.com/brewerydbapi/brewery/FMWVLR/upload_RpJr5T-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FMWVLR/upload_RpJr5T-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FMWVLR/upload_RpJr5T-large.png","Mon - Sun: 11:00 am - 10:00 pm","","",""
"D3A2mu","Brimstone Brewing","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4607 Wedgewood Boulevard","Frederick","Maryland","20176","39.362696","-77.426454","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","Brimstone was acquired by Frederick Brewing Company, who was then in turn acquired by Flying Dog","1-888-258-7434","","","","","","","",""
"pMsqwL","Brindle Dog Brewing Co LLC","http://brindledogbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Wesley Chapel","Florida","33544","28.224188","-82.365808","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","",""
"Rgbf5m","Bristol Beer Factory","http://www.bristolbeerfactory.co.uk/","2005","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","The Old Brewery","Bristol","","BS3 2AW","51.441078","-2.6156","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","BBF Beers like Bristol itself seamlessly blends the modern and historical. Tried and trusted styles of beer with modern interpretations, brewed in a hundred year old brewery building that harks back to an industrial age gone by, drunk in the modern surroundings of Bristol’s bars and pubs.    Today’s finest ingredients, malt from Wiltshire and hops from Herefordshire, in Award Winning beers made by people who care. We are constantly trying to pack as much flavour into our beers as possible; we don’t cut corners, and always seek to improve the beers we brew.    Enjoy Bristol Beer Factory beers in the pubs, bars & cafes from a cask, or at home from our new range of bottle-conditioned beers available throughout the southwest and online here.","+44 117 902 6317","2005","https://s3.amazonaws.com/brewerydbapi/brewery/tjOkYx/upload_P4LxFt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tjOkYx/upload_P4LxFt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tjOkYx/upload_P4LxFt-large.png","Mon - Fri: 9:00 am - 5:00 pm","Durnford Street","",""
"40KTFD","Bristol Brewing Company","http://www.bristolbrewing.com/","1994","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1647 South Tejon Street","Colorado Springs","Colorado","80906","38.8097336","-104.8261746","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","In June of 1994, Bristol Brewing Company settled comfortably in the lap of Pikes Peak and began hand-brewing flavorful, one-of-a-kind ales for the people of Colorado. Our mission was to make beer that called to mind three things: quality, purity, and sanity.    That's why we make our ales using only natural ingredients. You will find us on draught and in bottles at fabulous bars and restaurants throughout the state as well as in six packs at your favorite liquor store. So, if you  should get your hands on a Bristol beer, know that it was brewed fresh no more than a few hours from where you're sitting.    We take extra care to make our beers better because we like to drink them. We hope you will, too.","719-633-2555","1994","https://s3.amazonaws.com/brewerydbapi/brewery/pkjt6v/upload_55fjWK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pkjt6v/upload_55fjWK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pkjt6v/upload_55fjWK-large.png","","","2013",""
"glTmgd","","http://www.bristolbrewing.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1604 South Cascade","Colorado Springs","Colorado","80905","38.810924","-104.827297","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","(719) 633-2555","2013","","","","Monday-Thursday, 11am - 10pm;   Friday, 11am - 11pm;  Saturday, 9am - 11pm;   Sunday 11am - 8pm.","","",""
"tAKEaq","Brix Taphouse & Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-10-06 16:49:30","813 8th St.","Greeley","Colorado","80631","40.425172","-104.691602","N","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","",""
"j8fFaE","Broad Brook Brewing","http://www.broadbrookbrewing.com","2010","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 North Road","East Windsor","Connecticut","06088","41.930079","-72.6039629","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Founded in September 2010, Broad Brook Brewing is a new micro-brewery located in East Windsr, Connecticut. By hand crafting our beer, using the finest ingredients available, we produce well balanced, high quality ales with a focus on drinkability.    Along with our award-winning lineup, we continue to develop new recipes on our 15 barrel system.","(860) 623-1000","2010","https://s3.amazonaws.com/brewerydbapi/brewery/aHlC7p/upload_9XwEVU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aHlC7p/upload_9XwEVU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aHlC7p/upload_9XwEVU-large.png","Wed: 2:00 pm - 7:00 pm  Thu - Fri: 2:00 pm - 8:00 pm  Sat: 12:00 pm - 7:00 pm  Sun: 12:00 pm - 5:00 pm","","",""
"gK3HOe","Broad Ripple Brewing","http://www.broadripplebrewpub.com/","1990","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","842 East 65th Street","Indianapolis","Indiana","46220","39.8734818","-86.1428408","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The Broad Ripple Brewpub, established in 1990, was the first Brewpub in Indiana and is the oldest microbrewery currently operating in the state.  Our beers have won many awards over the years and we've been named Best Brewpub by both the restaurant reviewers and readers of every local publication dozens of times, making us the most decorated Brewpub, and one of the most well loved restaurants in the city of Indianapolis.","1-317-253-2739","","https://s3.amazonaws.com/brewerydbapi/brewery/S4ShGM/upload_2biEkX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/S4ShGM/upload_2biEkX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/S4ShGM/upload_2biEkX-large.png","Mon - Thu:	 11:00 am - 12:00 am  Fri - Sat: 11:00 am - 1:00 am  Sun: 12:00 pm - 10:00 pm","","",""
"Idm5Y5","Broad Street Brewing Company","http://broadstreetbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","114 Randall St","Reinbeck","Iowa","50669","42.3226212","-92.5924401","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","319-350-0749","","https://s3.amazonaws.com/brewerydbapi/brewery/z3YEc1/upload_mavqbu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/z3YEc1/upload_mavqbu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/z3YEc1/upload_mavqbu-large.png","","","",""
"uxUthW","Broadcast Brewing Company","http://www.broadcastbrew.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","906 Main Street","Nashville","Tennessee","37206","36.175877","-86.75648","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","(615) 292-4465","","https://s3.amazonaws.com/brewerydbapi/brewery/86No9i/upload_nDxdMp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/86No9i/upload_nDxdMp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/86No9i/upload_nDxdMp-large.png","","","",""
"ZOeeKC","Broadhead Brewing Co","http://broadheadbeer.com","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","81 Auriga Drive","Ottawa","Ontario","K2E 7Y5","45.3286727","-75.7118729","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","124","Broadhead is a scrappy little beer company that aims to do big things. It's the underdog - a long shot, a dark horse. What it lacks in size, it makes up for in spirit. With six feisty, flavourful ales brewed through good old-fashioned hard work and know-how, Broadhead proudly pays homage to the perfect pint.","+1 613-695-9444","","https://s3.amazonaws.com/brewerydbapi/brewery/idPjxB/upload_Du7sHu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/idPjxB/upload_Du7sHu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/idPjxB/upload_Du7sHu-large.png","Tue - Thu: 10:00 am - 6:00 pm  Fri: 10:00 am - 8:00 pm  Sat: 10:00 am - 5:00 pm","Unit 13","",""
"XHDhqx","Broadway Ale Works","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3783 W Robinson Avenue","Fresno","California","93722","36.7853419","-119.8609117","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","","559-277-2356","","","","","","","",""
"9awW0O","Broadway Brewery","http://www.broadwaybrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","816 E Broadway","Columbia","Missouri","65201","38.951214","-92.327933","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","573-443-5054","","","","","","","",""
"uFq5ET","Broadway Street Brewing Company","http://www.broadwaystbrewingco.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","103 W 7th St","Concordia","Kansas","66901","39.570526","-97.659453","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Broadway St Brewing Co is location right next door to Heavys BBQ! If you're in the mood to to have a brew and perhaps a little something off the menu this is the place to go! Fun times with friends including watching the big game on the flat screens!","785-262-4333","","https://s3.amazonaws.com/brewerydbapi/brewery/6ktBYg/upload_4ybz1y-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ktBYg/upload_4ybz1y-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ktBYg/upload_4ybz1y-large.png","Thursday: 4:00pm - 10:00pm  Friday: 4:00pm - 12:00am  Saturday: 11:00am - 12:00am","","",""
"U2pYTx","Broken Bottle Brewery","http://www.brokenbottlebrewery.com","2012","N","verified","Verified","2012-01-03 02:41:33","2014-08-12 19:02:33","9421 Coors Blvd NW","Albuquerque","New Mexico","87114","35.187539","-106.6621289","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Broken Bottle Brewery is what we like to refer to as a ""nanobrewery"", which basically means that it is smaller than a microbrewery, but bigger than Donavan's garage (and more awesome)! We have a small brewing area in the back and a taproom up front (also known as the Lair of Deliciousness). Our goal is to create the small neighborhood bar feeling that Albuquerque is lacking. Most importantly, we concentrate on producing small craft batches of the unique recipes that we have developed over the years.","(505) 890-8777","2012","https://s3.amazonaws.com/brewerydbapi/brewery/63EN5d/upload_CiFgNO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/63EN5d/upload_CiFgNO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/63EN5d/upload_CiFgNO-large.png","Mon:  4:00pm - 11:00pm Tue:  4:00pm - 11:00pm Wed:  4:00pm - 11:00pm Thu:  4:00pm - 12:00pm Fri:  2:00pm - 12:00am Sat:  12:00pm - 12:00am Sun:  12:00pm - 10:00pm  ","Suite K","",""
"lpAi1a","Broken Compass Brewing","http://www.brokencompassbrewing.com","2014","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:00:42","68 Continental Court","Breckenridge","Colorado","80424","39.5148941","-106.0534867","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Broken Compass Brewery is the newest Brewery in Breckenridge Colorado. Come get lost with us and find great beers all around you. Its founders Jason Ford and David Axelrod are committed to to bringing quality beers to a quality town.","(970) 368-2772","","https://s3.amazonaws.com/brewerydbapi/brewery/G6YxtQ/upload_YEzo0Q-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/G6YxtQ/upload_YEzo0Q-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/G6YxtQ/upload_YEzo0Q-large.png","Mon:  11:30am - 11:00pm Tue:  11:30am - 11:00pm Wed:  11:30am - 11:00pm Thu:  11:30am - 11:00pm Fri:  11:30am - 11:00pm Sat:  11:30am - 11:00pm Sun:  11:30am - 11:00pm  ","Unit B12","",""
"lufK9p","Broken Drum Brewery and Wood Grill","http://www.brokendrum.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1132 4th St","San Rafael","California","94901","37.9733279","-122.5290001","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The Broken Drum was founded on the idea of combining good food, fine beer and entertainment all in a welcoming setting in downtown San Rafael.?","415-456-4677","","","","","","","",""
"VCOezh","Broken Plow Brewery","http://brokenplowbrewery.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-26 11:06:58","4731 W. 10 th St.","Greeley","Colorado","80634","40.4215398","-104.757213","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Located in west greeley, we are your friendly neighborhood brewery. We have 7 full time beers now, and 4 that change seasonally. We honor AHA members as well as military, with valid ID. Come by and enjoy some live music on weekends, or a pint or sampler anytime!","(970) 301-4575","2013","https://s3.amazonaws.com/brewerydbapi/brewery/DIf1zb/upload_B4lbcR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DIf1zb/upload_B4lbcR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DIf1zb/upload_B4lbcR-large.png","Mon:  2:00pm - 9:00pm Tue:  2:00pm - 9:00pm Wed:  2:00pm - 9:00pm Thu:  2:00pm - 9:00pm Fri:  2:00pm - 11:00pm Sat:  12:00pm - 11:00pm Sun:  12:00pm - 8:00pm  ","Unit G","",""
