"id","name","description","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","numberCode","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"fRelsm","Big Rip Brewing Company","The Big Rip was founded by two friends who caught the beer and wine making bug years ago and decided to throw in together to start this brewery. We don’t have goals of taking over the world or creating beer that only appeals to a select few. Instead, we want to create unique beers that appeal to both beer-nerds and beer-curious people.","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/HxJ67V/upload_C26ABp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HxJ67V/upload_C26ABp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HxJ67V/upload_C26ABp-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","216 E 9th Ave.","Kansas City","Missouri","64116","","Friday: Noon – 10pm  Saturday: Noon – 10pm  Sunday: Noon – 4pm","39.1259484","-94.5786205","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","http://bigripbrewing.com/","","2012","","","",""
"Hho6uo","Big River Brewing","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","180 - 14200 Entertainment Boulevard","Richmond","British Columbia","","1-604-271-2739","","49.134445","-123.0649957","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","124","","","","",""
"u1Wv4F","Big River Grille & Brewing Works","Hand crafted and brewed to perfection, Big River goes to great lengths in serving each guest the freshest beer possible. This commitment to serving nothing but the finest and freshest beer possible has led to numerous awards.","","N","https://s3.amazonaws.com/brewerydbapi/brewery/mDVWws/upload_cFle0j-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mDVWws/upload_cFle0j-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mDVWws/upload_cFle0j-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","222 Broad Street","Chattanooga","Tennessee","37402","423-267-2739","hours:  11:00 am- 11:00 pm (Mon-Thurs)  11:00 am- 12:00 am (Fri-Sat)  11:00 am- 10:00 pm (Sunday)    South Bar Winter Hours (October 1 - March 1)  11:00 am- 12:00 am (Mon-Thurs)  11:00 am- 2:00 am (Fri-Sat)  11:00 am- 11:00 pm (Sunday)    South Bar Non Winter Hours  11:00 am- 1:00 am (Mon-Thurs)  11:00 am- 2:00 am (Fri-Sat)  11:00 am- 12:00 pm (Sunday)","35.054054","-85.3106299","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bigrivergrille.com/","","","","","",""
"xaf8YW","Chattanooga (Hamilton Place)","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2020 Hamilton Place Blvd.","Chattanooga","Tennessee","37421","423-553-7723","Dining:   Mon - Thurs 11am - 10:30pm  Fri - Sat 11am - 11:30pm  Sunday 11am - 10pm    Bar:   Mon - Thurs 11am - 11:30pm  Fri - Sat 11am - 12:30am  Sunday 11a - 11pm","35.033395","-85.162774","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bigrivergrille.com/","","","","","",""
"ZuNwhx","Lake Buena Vista","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2101 N. Epcot Resort Blvd","Lake Buena Vista","Florida","32830","407-560-0253","Sun-Thurs: 11 AM - 11pm  Fri & Sat: 11 AM - midnight","28.3670619","-81.5556611","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bigrivergrille.com/","","","","","",""
"CE6krO","Nashville","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 Broadway","Nashville","Tennessee","37201","615-251-4677","Sun-Thurs: 11:00 AM - midnight  Fri-Sat: 11:00 AM - 1:00 AM","36.1618593","-86.7748498","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bigrivergrille.com/","","","","","",""
"WLFjDg","Big Rock Brewery","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5555 76th Avenue SE","Calgary","Alberta","","1-403-720-3239","","50.984735","-113.955871","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","124","","","","",""
"8eyXN7","Big Rock Chop House & Brewery","djoining the restaurant is a 1,950-square-foot brew house, with custom-designed, state-of-the-art equipment. Award-winning Brewmaster Dan Rogers has created four signature beers to complement the restaurant’s distinctive American fare: Norm’s Raggedy Ass Ale, Raymondo El Rojo, Flying Buffalo Stout and Weizenheimer Hefe Weizen. In addition to the four regular beers, Rogers adds a seasonal and specialty brew, which he changes frequently. A testament to their focus on quality, Big Rock Chophouse has been the proud recipient of Gold and Bronze medals at the annual World Beer Championships.       All beer is available to go by purchasing one of our growlers. Tours of the brew house are also available by request.","1984","N","https://s3.amazonaws.com/brewerydbapi/brewery/tc0H6U/upload_VmPssn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tc0H6U/upload_VmPssn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tc0H6U/upload_VmPssn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","245 South Eton Street","Birmingham","Michigan","48009","248-647-7774","Mon - Wed: 11:00 am - 10:00 pm  Thu: 11:00 am - 11:00 pm  Fri: 11:00 am - 12:00 am  Sat: 12:00 pm - 12:00 am","42.546504","-83.195858","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigrockchophouse.com/","","1984","","","",""
"sw14Qc","Big Shoulders Beer Company","It started with a love of beer and a homebrewing kit.    Big Shoulders isn't a big beer company (yet). Hopefully soon we will win a ton of awards, but for right now, we strive to make good beer that everyone can enjoy, no matter where they fall on the beer lover's spectrum.    Our first releases will be Crosstown Wheat and Hopapalooza. Crosstown Wheat is a perfect summer wheat ale brewed with lemongrass and coriander. Hopapalooza is an IPA with nicely balanced aromatic and bittering hops.Both will be available in bottles and kegs in April 2012.","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/K4Vn3h/upload_D91yP3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/K4Vn3h/upload_D91yP3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/K4Vn3h/upload_D91yP3-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chicago","Illinios","","","","41.884151","-87.632408","Y","Y","N","N","micro","Micro Brewery","US","United States","USA","http://www.bigshouldersbeer.com/","","","","","",""
"kyhLWY","Big Sky Brewing","Brewing Great Beer in the Northern Rockies Since 1995. We brew beers that we like to drink, and we hope you will enjoy them as well.","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/OoAgZ8/upload_meK4Un-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/OoAgZ8/upload_meK4Un-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/OoAgZ8/upload_meK4Un-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-29 16:02:11","5417 Trumpeter Way","Missoula","Montana","59808","1-800-559-2774","","46.922331","-114.072833","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigskybrew.com/","","","","","",""
"sgkKky","Big Storm Brewing Co.","Big Storm Brewing Co. was founded in 2011 by longtime friends Clay Yarn and Mike Bishop. Using their backgrounds in different areas of business to fuel their passion for beer, they built Big Storm from the ground up together. Now proudly serving the Tampa Bay area with good craft beer, Big Storm Brewing Co brings new meaning to the phrase ""hand crafted"".","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/1vVQNx/upload_PjvrvO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/1vVQNx/upload_PjvrvO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/1vVQNx/upload_PjvrvO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2438 Merchant Ave","Odessa","Florida","33556","(727) 807-7998","Mon - Thu: 4:00 pm - 9:00 pm  Fri: 4:00 pm - 10:00 pm  Sat: 2:00 pm - 10:00 pm  Sun: 1:00 pm - 8:00 pm","28.194445","-82.631788","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigstormbrewery.com/","","","#103","","",""
"NIQ9fz","Big Swiss Brewing","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1103 Timberview Dr","Charleston","West Virginia","25314","304-444-9392","","38.3403822","-81.670699","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigswiss.com","","","","","",""
"PmWJHL","Restaurant and Brewpub","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7701 E I-40","Amarillo","Texas","79118","806-372-6000","","35.193049","-101.749384","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.bigtexan.com/","","","","","",""
"ONgT5x","Big Timber Brewery","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/MRDTCa/upload_SRYzQp-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MRDTCa/upload_SRYzQp-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MRDTCa/upload_SRYzQp-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-28 17:02:31","1210 S. Davis Avenue","Elkins","WV","26241","","","38.9175194","-79.8516599","N","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigtimberbrewery.com","","","","","",""
"zc8xpQ","Big Time Brewing Company","Big Time's brewery is a 14 barrel JV Northwest system consisting of a gas fired brew kettle, an infusion mash tun with mixer, a hot liquor back, a wort cooler, (5) 14 barrel fermenters, (1) bright beer tank, and (20) 7 bbl serving tanks.      We sell 85% of our beer at the pub but do wholesale a limited number of kegs to a dozen or so Seattle area taverns. We currently brew approximately 1,300 barrels of beer per year","1988","N","https://s3.amazonaws.com/brewerydbapi/brewery/17tUiZ/upload_dKVoHL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/17tUiZ/upload_dKVoHL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/17tUiZ/upload_dKVoHL-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4133 University Way NE","Seattle","Washington","98105","206-545-4509","","47.657576","-122.313216","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigtimebrewery.com/","","1988","","","",""
"an0hks","Big Top Brewing Company","Big Top Brewing Company is a Sarasota based production brewery. Proudly distributed by Coastal Beverage, Gold Coast Eagle Distributing, Great Bay Distributing, and Pepin Distributing Company.    Having lived here all our lives we know the history behind our beautiful town. Typically seen as a tourist destination for beaches, weather and art, Big Top plans to add world renown beer manufacture to those well deserved titles. We look forward to crafting the best beer, in the best town and showcasing it with the best artwork designed by Ringling School of Art and Design graduates.","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/vCzsuD/upload_lWYsob-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vCzsuD/upload_lWYsob-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vCzsuD/upload_lWYsob-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6111 B Porter Way","Sarasota","Florida","34232","(800) 590-2448","","27.323124","-82.4486189","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bigtopbrewing.com/","","","","","",""
"bvrlyr","Big Water Brewing Co","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","228 Ramona Ave","Wenatchee","Washington","98801","","","47.427644","-120.329156","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","",""
"EFaa8I","Big Wood Brewery","Brewed in Vadnais Heights, MN, Big Wood Brewery is a licensed production brewery that produces distinctive craft brews for distribution throughout MN. Touting its edgy yet playful brand image and unforgettable name among its most distinguishing factors, Big Wood Brewery recognizes that, to stand out in Minnesota, consumers need to be torn away from normalcy. Ambiguity runs rampant among dozens of area breweries, yielding an opportunity for a bold new player to gain notoriety for its brand and its brews.","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/2p5kwI/upload_fp8k9L-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2p5kwI/upload_fp8k9L-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2p5kwI/upload_fp8k9L-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2222 4th St.","White Bear Lake","Minnesota","55110","612-360-2986","","45.0853875","-93.006888","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://bigwoodbrewery.com/","","","","","",""
"9xpyfY","Big Wood Brewery","","","","","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","2222 4th St","White Bear Lake","MN","55110","612-360-2986","","45.0853875","-93.006888","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","",""
"5cVu5P","Bigelow Brewing Company","Bigelow Brewing Company is a small family owned startup located in central Maine. In keeping with our new motto, ""Out with the horses, in with the brew,"" our equine facility has recently been renovated into a 3bbl brewery which offers a tasting room for sampling and growler fills. Our current features are two superbly hand crafted ales, Lying Bastard Pale Ale and Dementia Dog Double IPA with additional brews in the works.","2013","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","473 Bigelow Hill Rd","Skowhegan","Maine","04976","","","44.7174734","-69.7294484","Y","Y","N","N","nano","Nano Brewery","US","United States","USA","http://bigelowbrewing.com","","","","","",""
"KdoYYr","Bike Dog Brewing Company","Bike Dog Brewing Company is co-founded by four Sacramentans with a love for bikes, dogs and craft beer. The brewers fell in love with the endless flavor profiles available through brewing and the delicate hop profiles only available in incredibly fresh beer and want to share that love with beer drinkers from all over the Sacramento area.    Bike Dog is West Sacramento’s first brewery and the only one in town with a tasting room. We operate a 3 barrel brewhouse (industry speak for really small) on site. Brewing small batches means the beer will always be amazingly fresh and allows for the flexibility to mix it up a little with new recipes getting brewed on a regular basis. Because it will be brewed in such small batches, much of the beer will be available only for purchase in the Bike Dog tasting room — allowing customers to see the beer go from grain to glass and hobnob with the brewers and allowing the brewers to personally nurture the local craft beer community.","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/iW1GUi/upload_pqYKKU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/iW1GUi/upload_pqYKKU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/iW1GUi/upload_pqYKKU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2534 Industrial Boulevard","West Sacramento","California","95691","(916) 432-3376","Fri: 5:00 pm - 9:30 pm  Sat: 2:00 pm - 9:30 pm","38.566263","-121.543518","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bikedogbrewing.com/","","2013","#110","","",""
"St2CRA","Bill's Tavern & Brewhouse","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","188 North Hemlock","Cannon Beach","Oregon","97110","1-503-436-2202","","45.898069","-123.961178","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","",""
"5Cl0ab","Biltmore Brewing Company","When something is truly exceptional it earns your loyalty. That’s why we named our beer after George Vanderbilt’s beloved St. Bernard, Cedric. Family photographs capture moments of Cedric enjoying sunshine on the Loggia and sneaking in quiet naps in the library. Wherever George was, Cedric was sure to follow. That’s the kind of loyalty that inspires us to craft a quality beer—a beer worth your loyalty.    In fact, we’d been thinking of creating a line of Biltmore beers bearing Cedric’s name for many years. Then, when the decision was made to open a tavern on the estate, aptly named Cedric’s Tavern, as part of the new Antler Hill Village, the opportunity presented itself to turn the idea of producing a line of beer into reality. That’s how Biltmore Brewing Company was established.    Each beer in Cedric’s line is crafted to the exacting standards that George Vanderbilt appreciated and is made in the traditional English style. Craft beer enthusiast and newly appointed manager of Cedric’s Tavern, Bryan McIntosh has led the style selection of these new brews.","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/cqA8ox/upload_vriUBU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cqA8ox/upload_vriUBU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cqA8ox/upload_vriUBU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Antler Hill Road","Asheville","North Carolina","28803","828-225-1333","","35.557734","-82.580672","Y","N","N","Y","office","Office","US","United States","USA","http://www.biltmore.com/our_wine/Biltmore_Brewing/Cedrics_Beer/","","2010","","","",""
"gTpOw3","Binding Brauerei","","1870","N","https://s3.amazonaws.com/brewerydbapi/brewery/Ig9jd1/upload_C5PUc7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ig9jd1/upload_C5PUc7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Ig9jd1/upload_C5PUc7-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Darmstädter Landstrasse 185","Frankfurt","Hesse","60598","","","50.094631","8.69086","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.binding.de/","276","","","","",""
"QxHEpY","Binghamton Brewing Company","Binghamton Brewing Co. was founded in 2011 with the idea to bring craft beer back to Binghamton. We pride ourselves on interesting brews and creating an atmosphere where customers receive the utmost level of service and have an amazing amount of fun while doing so.    Lead by Kristen Lyons & Jason Gardner the vision of Binghamton Brewing Co. is to create a place that is unique and fun. The vision is to use a systemic design to enhance the customer experience and to use technology in a whole new way.","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/I6NBN9/upload_tYsiNF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/I6NBN9/upload_tYsiNF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/I6NBN9/upload_tYsiNF-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15 Avenue B","Johnson City","New York","13790","607-765-2248","","42.115232","-75.95354","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.bingbrew.com","","","","","",""
"xaBLno","Birbeck's Brewing Company","Birbeck's Brewing Company will redefine Australian beer by offering full flavoured craft beers moving Australian beer away from the ordinary to the extraordinary.    Birbeck's beers are well crafted beers designed for the Australian climate and palate. By taking traditional beer styles and an innovative approach, Birbeck’s Brewing beers will offer high quality approachable beers for all occasions.    The name Birbeck originates from a hamlet in North West England and in old Norse means birch wood by the stream. Drawing on this family history Birbeck's beers will focus on innovative new styles of beers perfect for the Australian climate as well as some traditional English styles. Approachable, easy drinking and hoppy.    The first beer released by Birbeck's Brewing is Four Brothers, a well balanced and hoppy Australian interpretation of the IPA style.    The second beer to be released by Birbeck's Brewing is The Captain, a refreshing beer full of complex malt flavours and strong hop presence. An Australian Mild Ale, The Captain is a beer for any occasion.","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/uJtL6a/upload_kHZgKB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uJtL6a/upload_kHZgKB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uJtL6a/upload_kHZgKB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Oakden","South Australia","5086","","","-34.8557282","138.6427364","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","http://www.birbecks.com.au","36","","","","",""
"3H02yz","Birdland Brewing Company","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1015 Kendall St","Horseheads","New York","14845","","","42.15757","-76.833995","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","",""
"8Zxhza","Tap Room","Birdsong Brewing is Charlotte’s newest microbrewery.  Birdsong was founded in 2011 with a quest for better beer and a 5 gallon soup kettle. Our vision is similar to many of our favorite craft brewing mentors who have inspired us to open our own brewery: We strive to brew flavorful, unfiltered, quality craft beers for distribution in the Charlotte, NC area.       We are located in NoDa at 26th & North Davidson and we started retail distribution and tap room sales in December 2011.  Our goal is to create outstanding beer, to have a low impact on the environment, and to create personal relationships and ties to the local community.      We have 7 owners and an extremely talented brewer - Conor Robinson.      Our inspiration comes from the popular and innovative styles of the West Coast brewers and is fueled by Conor's Passion and ability to construct unique yet sessionable recipes.  We're excited to add to the growing craft beer movement in Charlotte and the Carolinas.","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/2U69bM/upload_1pa2oy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2U69bM/upload_1pa2oy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2U69bM/upload_1pa2oy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2315 N. Davidson St.","Charlotte","North Carolina","28205","704-332-1810","Thursday:  5pm - 10pm  Friday:  5pm - 10pm  Saturday:  2pm - 10pm  Sunday:  Noon - 4pm","35.240398","-80.814114","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://birdsongbrewing.com/","","2011","","","",""
"JqCctT","Birdsview Brewing Company","Birdsview Brewing Company started in July 2006.  It is a small family run craft brewery located in the beatuiful North Cascades in NW Washington State.    Kids & families are always welcome inside.  The outdoor beer garden is 21 and over","2006","N","https://s3.amazonaws.com/brewerydbapi/brewery/HSXNFA/upload_33Fxdn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HSXNFA/upload_33Fxdn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HSXNFA/upload_33Fxdn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","38302 St. Rt. 20","Concrete","Washington","98237","360-826-3406","Tue - Thu: 12:00 pm - 7:00 pm  Fri - Sat: 12:00 pm - 9:00 pm  Sun: 12:00 pm - 6:00 pm","48.528541","-121.912325","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.birdsviewbrewingco.com/","","2006","","","",""
"RHn3Pm","Birra Almond '22","Almond '22 beers are produced by hand and fermented in the bottle with Champagne method. In order to preserve the organoleptic qualities, they are not subjected to filtration and pasteurization.  All processing steps are performed manualme","","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZCj8Eu/upload_DFgLS8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZCj8Eu/upload_DFgLS8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZCj8Eu/upload_DFgLS8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Via Dietro le Mura,","","Spoltore PE","36 65010","+39 392 333 0333","Sat: 4:30 pm - 7:30 pm","42.454158","14.134091","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birraalmond.com","380","","","","",""
"w9vR2u","Birra Amiata","Craft brewery which seeks to enhance its production through the clear waters of the ancient volcano (Mount Amiata) and typical local products such as chestnuts (recognized PGI), saffron and honey thorn Maremma    Birra Amiata uses the finest ingredients of real beer, not pasteurized, making the public to rediscover the flavor of an old product","2006","N","https://s3.amazonaws.com/brewerydbapi/brewery/s1ihaW/upload_3D2Say-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/s1ihaW/upload_3D2Say-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/s1ihaW/upload_3D2Say-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Loc. Le Pergole Arcidosso (GR)","","","58031","","","42.897769","11.514756","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birra-amiata.it/","380","2006","","","",""
"YTeFCL","Birra del Borgo","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Via Colle Rosso","Borgorose","","02021","(338) 4265121","","42.187873","13.238747","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birradelborgo.it/","380","","","","",""
"AnN3Lm","Birra Forst","Just outside Merano, on the way to the Val Venosta, a complex of buildings perfectly in keeping with their surroundings catches the eye. They are decorated in a graceful, highly tasteful manner and almost blend in with the flourishing local vegetation. Anyone who is curious enough to ask the name of this “village” – because that is what it looks like at first sight – will simply receive the answer “That’s FORST”. It is not called the “beer factory” or the “brewery”, but “FORST”. The name is inherently linked with the local area. It stands for tradition and love for nature, but also striving to ensure that the quality of its products remains consistently high. Traditional and modern values go hand in hand, making positive contributions to each other: this is the guiding concept of FORST.","1857","N","https://s3.amazonaws.com/brewerydbapi/brewery/s53vAs/upload_T81xIw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/s53vAs/upload_T81xIw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/s53vAs/upload_T81xIw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Via Val Venosta, 8","Lagundo / Algund","","","39-0473-260111","","46.6804881","11.1332369","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.forst.it/","380","","","","",""
"zYJxUM","Birra Menabrea SpA","","","N","","","","deleted","Deleted","2012-01-03 02:41:33","2014-07-23 19:11:34","Via Ramella Germanin, 4","","Biella","13900","","","45.571017","8.0521904","N","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birramenabrea.com/","380","","","","",""
"bs2ldn","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Via Ramella Germanin, 4","","Biella","13900","","","45.571017","8.0521904","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birramenabrea.com/","380","","","","",""
"A5ES81","Birra Morena","Beer is an art and Drive Beer knows it well. Starting from this assumption, in 1999 The Tarricone Family takes over a factory, built in the '80es upon instruction of HM the Prince of Windisgraetz of the Austrian Family of Furstenberg who then bought the Prinz Brau Group. Later, in the '90es, this latter was acquired together with the Birra Moretti Group, by the Labatt Group.  In the next years, the Moretti-Prinz Brau Group was acquired by Interbrau and eventually by Heineken.  The entire know-how and the workers themselves have been kept by Drive Beer, thus assuring a continuity in the excellence of the brands produced.   The art of manufacturing fermented products and yeasts management is in the DNA of the Tarricone Family. Precisely, in the first years of 1900, the ancestor Giuseppe Tarricone owned several vineyards and produced an excellent wine. He was producing and selling his wine all across the inland of Lucania transporting it on his picturesque chariots drawn by horses.   He then moved the company office to Atella (PZ), and then to Bella (PZ), and eventually, bewitched by the beautiful landscape and the extraordinary nature of the surroundings of Muro Lucano (PZ), he settled down, together with his entire family of Corato origins, he married a Muro Lucano girl, whose name was Concetta Bianchini.  Therefore, when in 1999 the Tarricone Family was suggested by Gerardo, one of the sons of the ancestor Giuseppe Tarricone, to take over the Brewery, belonging to the Heineken Group, it was almost physiological to the five brothers, Giuseppe, Vito, Carlo, Federico e Fabrizio, who at that time were expanding their businesses linked somehow to the food and beverages sectors, to accept this ""challenge"", which represented for the Tarricone Family a ""return to the origins"".  The Drive Beer, an industry of the national market, has managed to impose itself as a beer pole, entirely Italian, competing with the most famous multinational companies.  Finally, the Company, based on the remarkable approvals made by operators, has then invested time and resources by recurring to the skills of expert advisors for realising an distributing the products.","1999","Y","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Z.I. Baragiano Balvano (PZ)","","","85050","","","40.6799615","15.5932682","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.birramorena.com","380","","","","",""
"n75rVD","Birra Moretti","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Viale Venezia 9","Udine","","","39-800-1859.00","","46.0597744","13.227573","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","","380","","","","",""
"PQofee","Birra Oro di Milano","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Largo Esterle, 4","Monza","","20052","+39 039 5967268","","45.5867624","9.28133","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.orodimilano.com/","380","","","","",""
"qVUNwf","Birra Peroni Industriale S.p.A.","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","via R. Birolli, 8","","Roma","00155","","","41.9028106","12.5991112","Y","N","N","Y","micro","Micro Brewery","IT","Italy","ITA","http://www.peroni.it/","380","","","","",""
