"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"tl4MM8","Community Beer Works","","http://www.communitybeerworks.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/n3kdur/upload_4m9tZ9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n3kdur/upload_4m9tZ9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n3kdur/upload_4m9tZ9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15 Lafayette Ave","Buffalo","New York","14213","","42.9200386","-78.8976737","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"WHQisc","Companhia Cervejaria Brahma","","http://www.brahma.com.br/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/PYvBOs/upload_1Kd5Wf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PYvBOs/upload_1Kd5Wf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PYvBOs/upload_1Kd5Wf-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rua Maria Coelho Aguiar","","São Paulo","05804-900","","-23.6523846","-46.7339861","Y","N","N","Y","micro","Micro Brewery","BR","","Brazil","BRA","+55(11)3741-2511","","76","",""
"EM1U5L","Compass Rose Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-10-02 17:50:52","3201 Northside Dr.","Raleigh","North Carolina","27615","","35.883935","-78.582712","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"X4KcGF","Comrade Brewing Company","Welkome to the Party.  That's the motto for Comrade Brewing Company in southeast Denver.  Comrade features ""back-to-basics"" beers and a tongue-in-cheek nod to Communism.  But the name actually celebrates the camaraderie the craft brewing industry has become known for.","http://www.comradebrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/D2CTHU/upload_dlbjKq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/D2CTHU/upload_dlbjKq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/D2CTHU/upload_dlbjKq-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7667 East Iliff Avenue","Denver","Colorado","80231","","39.6749368","-104.8987459","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","(720) 748-0700","Unit F","","",""
"AOYRfm","Concrete Beach Brewery","Concrete Beach Brewery is located in the heart of the Wynwood Arts District, and will begin brewing craft beer in early 2014.","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Sg96qS/upload_u20Cuk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Sg96qS/upload_u20Cuk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Sg96qS/upload_u20Cuk-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","325 NW 24th Street","Miami","Florida","33127","","25.800258","-80.200765","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"W4nAVZ","Confluence Brewing Company","Confluence Brewing Company will be the only commerical micro-brewery in the area offering a wide variety of traditional handcrafted ales and lagers packaged in kegs and 16 oz. cans.","http://www.confluencebrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/PNTS4I/upload_OHj9Xl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PNTS4I/upload_OHj9Xl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PNTS4I/upload_OHj9Xl-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1235 Thomas Beck Rd","Des Moines","Iowa","50312","","41.566721","-93.634479","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","515-490-0605","Ste A","","",""
"7pRSgt","Congregation Ale House Chapters","","http://www.congregationalehouse.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/81MymB/upload_0a0kYU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/81MymB/upload_0a0kYU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/81MymB/upload_0a0kYU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","201 E Broadway Avenue","Long Beach","California","90802","","33.7694312","-118.1908704","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","(562) 432-2337","","","",""
"8OVyf0","Coniston Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Coppermines Road","Coniston","Cumbria","","","54.3701","-3.075541","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","44-(01539)-441133","","826","",""
"NvmB3G","Conquest Brewing Company","The only production craft brewery in Columbia, SC.","http://www.conquestbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/3te24V/upload_OXJ5n8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3te24V/upload_OXJ5n8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3te24V/upload_OXJ5n8-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 12:01:51","947 South Stadium Road","Columbia","South Carolina","29201","Tue:  4:00pm - 9:00pm Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 10:00pm Sat:  11:00am - 10:00pm Sun:  1:00pm - 6:00pm  ","33.971992","-81.0229086","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(803) 712-3063","","","",""
"jNSCVA","Constantine Brewing Company","After a terrific couple years of construction and planning, Constantine now has a Brewery/Winery.     We will feature a daily BBQ plate, with rotating appetizers. Sunday features Hot Wings and Pizza! Everything is made here, the beer, the wine and all food from scratch featuring local ingredients wherever possible.   We have 6 handles, with a variety of ales on tap. ""Laughing Leaves"" Wines are by Char, and made with grapes from our vineyard, and a vineyard in Allegan. Also, fruit wines made with fruit from local suppliers, including Hunts raspberries.    Most weekends will feature Live music by local solo acts, and duos.","http://constantinebrewingco.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/5vptdA/upload_9S3VGO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5vptdA/upload_9S3VGO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5vptdA/upload_9S3VGO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","145 S Washington St","Constantine","Michigan","49042","Thursday and Friday 4-10, Saturday 4-11  Sunday 12-5","41.8416791","-85.6687291","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","(269) 435-1230","","","",""
"kiEmoR","Contadini, LLC","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 523","Vashon","Washington","","","47.448869","-122.457259","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","206-351-9844","","","",""
"PPr69E","Conwy Brewery","Having reached our tenth anniversary milestoe we continue to produce cask & bottled ales of the highest quality with probably the best range of ales in North Wales. We are proud of our Welsh roots with all beers brewed and bottled at our brewery in Llysfaen, Conwy, North Wales. We have innovated with our Infusion ale winning the first ever Beer Academy Welsh Pale Ale award in 2012. At our new premises in Llysfaen we have installed a brewery designed by Brendan Dobbin the brewing engineer behind the Firkin brewpubs.    We have a new brand West Coast Brewing to showcase modern beer styles with California & Riptide so far and more planned in the future.","http://www.conwybrewery.co.uk","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unit 2, Ty Mawr Enterprise Park, Tan y Graig Road,","Llysfaen, Conwy","","LL298UE","","53.2804777","-3.6671167","N","N","N","Y","office","Office","GB","","United Kingdom","GBR","","","826","",""
"cmL8Tt","Conyngham Brewing Company","Currently a local microbrewery. In the near future an onpremise tavern will be opening up as well.","http://www.conynghambrewingcompany.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/73jOLj/upload_bIFQgu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/73jOLj/upload_bIFQgu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/73jOLj/upload_bIFQgu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:05:38","309 Main St","Conyngham","Pennsylvania","18219","","40.9921432","-76.058315","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"N1xaxs","Cool Beer Brewing Company","Cool Beer Brewing Company was founded in 1997 by Bobby Crecouzos. His ambition was simple: to brew only the highest quality beer, made with the best ingredients, using absolutely no preservatives, additives or chemicals.    From the beginning, Cool didn’t focus on marketing and promotions. The Company concentrated on the product and the brewing process. Headquartered in Brampton, Ontario, the once-tiny Brewery grew steadily as its Cool Beer brand became increasingly successful. So much so, Cool had to expand its operations a number of times.    But the commitment to quality never changed.    By 2003, Cool was sufficiently well-established for the Brewery to launch another high-quality beer, new Millennium Buzz Beer. Buzz is a refreshing red lager which has also proved to be a resounding success.    Both Cool and Buzz will always be made with the finest ingredients, contain no additives whatsoever, and be put through the Brewery’s advanced cold-filtration system that makes them two of the most refreshing and thirst-quenching beers available. Judging by their success, a commitment to quality still pays off!","http://www.coolbeer.com/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/g1v6tM/upload_E03fB5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g1v6tM/upload_E03fB5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g1v6tM/upload_E03fB5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","164 Evans Avenue","Toronto","Ontario","M8Z 1J4","","43.6187787","-79.510091","Y","N","N","Y","micro","Micro Brewery","CA","1997","Canada","CAN","416-255-7100","","124","",""
"zLgP7J","Cool Springs Brewery","Brewpub with a focus on innovation and unique brewing styles. We utilize multiple yeast strains and techniques to develop traditional sours, and Belgian style beer. We also love the hops, and most of CSB's pales represents a PNW hop characteristic.","http://www.coolspringsbrewery.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/bD18TL/upload_G53ceG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bD18TL/upload_G53ceG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bD18TL/upload_G53ceG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","600A Frazier Drive","Franklin","Tennessee","37067","","35.945358","-86.821436","Y","N","N","Y","micro","Micro Brewery","US","2009","United States","USA","615-503-9626","Ste 135","","",""
"bfPDGk","COOP Ale Works","COOP Ale Works began with a humble home brewer and a simple dream. The idea spread as friends tasted the unique beers, and the popularity of those early batches encouraged a dedicated team of three partners to begin working to make the dream of a local brewery a reality. Mark Seibold, JD Merryweather and Daniel Mercer spent the next two years traveling throughout the United States, Europe and Central America visiting breweries and sampling local flavors. The insight gained from entrepreneurs, brewers, biologists, operations personnel and consumers provided an invaluable basis for a serious endeavor into quality commercial brewing. By integrating this knowledge with the local, regional and national brewing trends, as well as local feedback, the trio planned the birth and growth of the yet unnamed COOP. After nearly 3 years of research, comprising thousands of man hours and dozens of test batches, COOP fashioned its identity as a steadfast professional team that holds closely a passion for bringing quality, local beer to taps and homes in Oklahoma City and beyond.         With the help of close friends and fellow craft-beer fans, COOP was capitalized on July 15th, 2008. In less than 6 months, the COOP team; navigated the multi-layered regulatory process, secured a building lease, completed the remodel, purchased and installed a commercial brewery, obtained brewing licenses from the State of Oklahoma and the Federal Tax and Trade Bureau, created and branded original recipe beers and brewed the first full scale batches for distribution.    The outpouring of support that has come from friends of the COOP team has been overwhelming. Our sincere hope is that you – the fan of COOP Ale Works – will take pride in the beers, as if they were your own. Thank you for your unwavering support and encouragement!","http://www.coopaleworks.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/cKudBu/upload_km3zha-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cKudBu/upload_km3zha-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cKudBu/upload_km3zha-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-25 20:04:12","4745 Council Heights Rd.","Oklahoma City","Oklahoma","73179","","35.4185963","-97.6571658","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","405-842-2667","","","",""
"Dz81QB","Cooper's Cave Ale Company","We'd been brewing up beer in the kitchen at home for a few years. In 1995, we were informed that Ed's corporate employer of eleven years was leaving the area (NAFTA). Not wanting to move, and having had enough of the corporate world, we decided to do some research and see what was out there. At that time there were no breweries, brew pubs or microbreweries in our area. A two week vacation to Nova Scotia was inspirational.    It was the comradery of the brewers, owners and staff members that really sold us on the idea of opening our own establishment.The Micro Brewery people we've met have been generous beyond our wildest expectations, with information, how-to, where to find it, etc.","http://www.cooperscaveale.com/","1995","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2 Sagamore Street","Glens Falls","New York","12801","","43.317706","-73.63997","Y","N","N","Y","micro","Micro Brewery","US","1995","United States","USA","518-792-0007","","","",""
"qIqpZc","Coopers Brewery","Coopers Brewery produce a range of Ales,Stouts and Lagers.   Our ale range is brewed by a method of top fermentation, originating in the Middle Ages.  Coopers uses only natural ingredients including malt, hops, sugar, water and a special yeast strain that's over 90 years old.  Coopers do not use preservatives or chemicals in their ale range.   Coopers also produce Stout and Lager beers.  The Lager beers are bottom fermented in cooler conditions, matured for a short period and pasteurised.","http://www.coopers.com.au/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/MHv8Pt/upload_wP5Gh8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MHv8Pt/upload_wP5Gh8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MHv8Pt/upload_wP5Gh8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","461 South Road","Regency Park","South Australia","","","-34.87283","138.572611","Y","N","N","Y","micro","Micro Brewery","AU","","Australia","AUS","61-(08)-8440-1800","","36","",""
"4wIRsU","CooperSmith's Pub & Brewing","Tucked into the heart of Old Town Fort Collins, CooperSmith's offers a distinct alternative in eating & drinking establishments. We invite you to enjoy both our poolside and pubside.    For a fun, interactive look at all of the beers that they've brewed over the years, check out their Beer Finder at http://www.coopersmithspub.com/beer.","http://www.coopersmithspub.com/","1989","N","https://s3.amazonaws.com/brewerydbapi/brewery/jbX78L/upload_gs2ARP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jbX78L/upload_gs2ARP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jbX78L/upload_gs2ARP-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5 Old Town Square","Fort Collins","Colorado","80524","Sunday - Wednesday 11am - 11pm  Thursday 11am - 11:30pm  Friday & Saturday 11am - Midnight","40.5876526","-105.075844","Y","N","N","Y","brewpub","Brewpub","US","1989","United States","USA","970-498-0483","","","",""
"hG1G1v","Cooperstown Brewing Company","The Cooperstown area had a significant impact on American Brewing. It started with the introduction of hop farming which flourished here until the end of the 19th century. Back then, Otsego and the surrounding counties produced most of the hops grown in the United States.    Traveling through the upper Susquehanna Valley towards Cooperstown in July 1898, a visitor would have enjoyed the view of hop farms with those beautiful hop vines reaching toward the midsummer sky. Grandfather Eckler ws a hop farmer and he used to say, ""The hop was King in those days!"" His hop farm was in Westville, NY only three miles up the Cherry Valley from where our Brewery is now located. When it came time for the hops to be harvested, Grandma Eckler would ""put up"" a dozen people from ""the City' and they would pick the hops for their room and board and a ""vacation"" in the country. My mother, Cynthia Eckler Hall, said she always loved it when the hop pickers came to the farm. Everyone had a lot of fun during the harvest. When the blight devastated his crop in the early 1900's, grandfather turned to dairy farming.  Settled by Englishmen in the early 1800's, Cooperstown once had two English-style breweries in town. Following that tradition, the Cooperstown Brewing Company was founded in 1994. We brew premium ales, porters, and stouts using the finest two-row English barley malts, West Coast hops and the English Ringwood Yeast.    Grandpa would be pleased if he could see the Brewery. We have hops growing here that survived the devastating blight to New York hop farming and those hops grown here are used to finish our Back Yard India Pale Ale.","http://www.cooperstownbrewing.com/","1994","N","https://s3.amazonaws.com/brewerydbapi/brewery/ybdwZK/upload_liqoWx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ybdwZK/upload_liqoWx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ybdwZK/upload_liqoWx-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","110 River Street","Milford","New York","13807","","42.605397","-74.981902","Y","N","N","Y","micro","Micro Brewery","US","1994","United States","USA","607-286-9330","P.O. Box 276","","",""
"JZk4BM","Golden Brewery","In 1873, as the United States approached its centennial year, its people were busy building a new kind of nation. It was thirsty work. And that's where Coors Brewing Company came in. When we began in that same year, we were a small, family-owned brewery, located at the foot of the Rocky Mountains. We were busy creating the same kind of crisp, refreshing beer we're known for today. While hundreds of such family-owned breweries have come and gone in the years since, we believe the reasons for our success are simple. We've never compromised on quality in producing our award-winning brews and we've never lost sight of our rich Rocky Mountain heritage. Just as important, we've always believed in doing well by doing good. We treat our employees with respect, we support the local communities where we do business, and we strive to protect the environment. That's just how we do business.","http://www.coors.com/","1895","N","https://s3.amazonaws.com/brewerydbapi/brewery/avMkil/upload_zHTNq2-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/avMkil/upload_zHTNq2-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/avMkil/upload_zHTNq2-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","311 Tenth Street","Golden","Colorado","80401","","39.759876","-105.219026","Y","N","N","Y","macro","Macro Brewery","US","1873","United States","USA","1-866-812-2337","","","",""
"LKzaHC","Shenandoah Facility","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5135 South East Side Hwy","Elkton","Virginia","22827","","38.3568877","-78.6765693","N","N","N","N","production","Production Facility","US","2007","United States","USA","(540) 289-8201","","","",""
"AhsRDX","Albany Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","405 Cordele Road","Albany","Georgia","31705","","31.5927553","-84.0879927","N","N","N","N","production","Production Facility","US","1979","United States","USA","","","","",""
"n1bFMy","Chicago Headquarters","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","250 South Wacker Drive","Chicago","Illinois","60606","","41.8785888","-87.6371","N","N","N","N","office","Office","US","2009","United States","USA","","","","",""
"PLK3WP","Eden Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","863 E. Meadow Road","Eden","North Carolina","27289","","36.5179677","-79.7150607","N","N","N","N","production","Production Facility","US","1978","United States","USA","","","","",""
"1f2rfq","Fort Worth Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7001 South Freeway","Fort Worth","Texas","76134","","32.6433233","-97.3198541","N","N","N","N","production","Production Facility","US","1966","United States","USA","","","","",""
"GIUTyi","Golden Office","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","17735 West 32nd Ave","Golden","Colorado","80401","","39.7651047","-105.200336","N","N","N","N","office","Office","US","","United States","USA","","","","",""
"scDI89","Irwindale Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15801 East First Street","Irwindale","California","91706","","34.1216703","-117.9382061","N","N","N","N","production","Production Facility","US","1980","United States","USA","","","","",""
"Uvw6Ha","Milwaukee Office","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3939 West Highland Blvd","Milwaukee","Wisconsin","53208","","43.043906","-87.961934","N","N","N","N","office","Office","US","","United States","USA","","","","",""
"7FeuR1","Milwaukee Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4000 West State Street","Milwaukee","Wisconsin","53208","","43.0422255","-87.9631211","N","N","N","Y","production","Production Facility","US","1855","United States","USA","","","","",""
"jZNiaS","Trenton Brewery","","http://www.millercoors.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2525 Wayne Madison Road","Trenton","Ohio","45067","","39.457537","-84.485393","N","N","N","N","production","Production Facility","US","1991","United States","USA","","","","",""
"Lt6Wjt","Watertown Hops Company","","http://www.watertownhops.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1224 American Way","Watertown","Wisconsin","53094","","43.177416","-88.760608","N","N","N","N","production","Production Facility","US","1989","United States","USA","","","","",""
"fi7Kat","Copp Brewery","Relax.  You shouted. We heard you.  Copp Winery of Crystal River Florida is now Copp Winery and Brewery.     We are proud to be the first and ONLY winery to also hold a brewpub license in the State of Florida!    With that distinction comes a responsibility that we have not taken lightly.  In addition to continuing to offer you the best selection of hand-crafted wines produced on premises from the finest domestic and imported varietals and blends of grapes and juices, our craft microbrewery now produces and offers the highest quality selection of hand crafted beers made on premises from the finest domestic and imported ingredients, like quality English barley malt and the freshest dried hops.     Because our beers are produced in smaller quantities, we can offer not only the highest quality but diversity in our craft beers.  Like our extremely popular True Grit pale ale with corn grits, our brown ale Center Field or our English style porter Inaugabrew.     While some of our craft beers will always be on tap, others will be limited production.  Don't miss out - visit often and enjoy!","http://www.coppbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/HPC9eo/upload_GhnsVO-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HPC9eo/upload_GhnsVO-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HPC9eo/upload_GhnsVO-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11 NE 4th Avenue","Crystal River","Florida","34429","Monday & Tuesday: Closed to public  Wednesday & Thursday: 12-9  Friday & Saturday: 12-11  Sunday 1-6  (Please note the kitchen closes 1/2 hour before the Brewpub and the Winery and Wine Bar)    HOLIDAY HOURS / CLOSINGS  Wed., December 26th - CLOSED.  Wed., January 2nd - TBA","28.894747","-82.58718","Y","N","N","Y","brewpub","Brewpub","US","2011","United States","USA","(352) 564-9463","","","",""
"vtSsKn","Copper Canyon Brewery","","http://www.coppercanyonbrewery.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/lNkCjb/upload_zGTfMI-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lNkCjb/upload_zGTfMI-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lNkCjb/upload_zGTfMI-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-23 16:32:51","27522 Northwestern Hwy","Southfield","Michigan","48034","","42.4888042","-83.2764625","Y","N","Y","N","micro","Micro Brewery","US","","United States","USA","248-223-1700","","","",""
"wWoti4","Copper Club Brewing Company","Copper Club Brewing Company is a new local brewing company in Fruita Colorado serving high quality beers in a relaxed and friendly atmosphere. Food can be brought in or have it delivered.","http://www.copperclubbrew.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/r88N2B/upload_DPRoLo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/r88N2B/upload_DPRoLo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/r88N2B/upload_DPRoLo-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","233 E. Aspen Ave.","Fruita","Colorado","81521","Mon: 4:00 pm - 9:00 pm  Wed - Thu: 4:00 pm - 9:00 pm  Fri - Sat: 2:00 pm - 11:00 pm  Sun: 2:00 pm - 8:00 pm","39.159157","-108.73148","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","(970) 858-8318","","","",""
"YDBgUE","Copper Creek Brewing Company","","http://www.classiccitybrew.com/coppercreek.html","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","140 East Washington Street","Athens","Georgia","30601","","33.958886","-83.376666","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","706-546-1102","","","",""
"AWuUdf","Copper Dragon Brewing","(No longer brewing)","","1996","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 East Grand Avenue","Carbondale","Illinois","62901","","37.7175765","-89.2069645","Y","N","N","Y","micro","Micro Brewery","US","1996","United States","USA","618-549-3348","","","",""
"mqdIn6","Copper Eagle Brewing","","","2002","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","120 East Third Street","Grand Island","Nebraska","68801","","40.9261005","-98.339348","Y","N","Y","Y","micro","Micro Brewery","US","2002","United States","USA","","","","",""
"PAM6wX","Copper Hills Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Rockford","Illinois","","","42.2669","-89.078354","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","815-703-3378","","","",""
"1U4v5y","Copper Kettle Brewery","Copper Kettle Brewery is an up and coming brewery owned by Harold Kerlin and Russ Eisenhuth. We have been independently brewing beer for the past 6 years. In 2006 we won First place in the Sam Adams Longshot contest for the northeast region of the U.S. with our Potbelly Porter. After that we decided to start our own brewery. The Brewery is located in just outside of Laurelton PA. We are a small production brewery using a one barrel brewing system. We hope to produce around 50 barrels a year. At present we are making 4 different styles of beer. A Wheat beer, Porter, Grand Cru, and Belgian Dubbel. All of our beer is unfiltered, and bottle conditioned. Our beers are now available at the Bull Run Inn, Market St., Lewisburg, The Beer Barn, Lewisburg and Wehr's Beverages, Mifflinburg.","http://www.ckbrewery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","339 Fairground Rd","Millmont","Pennsylvania","17845","","40.892724","-77.194872","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","270-342-1638","","","",""
"dnnjFP","Copper Kettle Brewing Company","Copper Kettle Brewing Company is a locally owned Mom and Pop brewery, established in 2011. Built on the foundation of craft beer, quality ingredients and the idea of re-creating the local neighborhood pub feel that America seems to have lost. Come on in and enjoy a pint or two and take a growler home with you to share with your friends and family","http://www.copperkettledenver.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/E4qt5T/upload_e7fjgV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/E4qt5T/upload_e7fjgV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/E4qt5T/upload_e7fjgV-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1338 S. Valentia St","Denver","Colorado","80247","Wed: 3:00 pm - 9:00 am  Thurs - Fri: 3:00 pm - 9:00 pm  Sat - Sun: 12:00 pm - 9:00 pm","39.692625","-104.891699","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","720-443-2522","Unit 100","","",""
"D9awjx","Copper Mountain Beverage Company","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Plainfield","Indiana","46217","","39.7482155","-86.2447648","Y","N","N","N","office","Office","US","","United States","USA","(317) 839-2504","P.O.Box 717","","",""
"M9Z5S0","Coppertail Brewing Co","Coppertail Brewing Co is a production brewery and taproom in progress scheduled to open in Tampa in late 2013. It was started by local home brewers and craft beer enthusiasts, Kent Bailey and Robb Larson. Brewmaster is Casey Hughes.","http://www.coppertailbrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/pcNq92/upload_hemxZA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pcNq92/upload_hemxZA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pcNq92/upload_hemxZA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2601 E. 2nd Ave.","Tampa","Florida","33605","","27.956328","-82.430023","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(813) 247-1500","","","",""
